cell,arm,batch,stage,category,target,unit,prompt_den,strict_num,correct_token_num,target_token_den,nll_n,nll_mean,nll_median,nll_q25,nll_q75,nll_p90,nll_max,margin_true_minus_new_n,margin_true_minus_new_mean,margin_true_minus_new_median,margin_true_minus_new_q25,margin_true_minus_new_q75,margin_true_minus_new_p90,margin_true_minus_new_max
LM,O,1,ENTRY_CURRENT,locality,true,prompt,1000,208,218,1010,1000,4.8875192652743422,4.2978107929229736,1.8929506540298462,7.4531182050704956,9.9810377120971694,20.467983245849609,1000,-5.9919050859410197,-6.0356390476226807,-9.2074667066335678,-2.586540699005127,0.086931037902832117,10.855532884597778
LM,O,1,ENTRY_CURRENT,locality,true,request_cluster,1000,208,218,1010,100,4.8875192652743422,4.7613000181736425,3.0137678243219854,6.0061813592910767,8.8932546114921571,11.50833888053894,100,-5.9919050859410206,-6.0483231823891401,-8.5035710424184785,-3.2578506112098697,-1.5641078099608421,3.3223037481307984
LM,O,1,CURRENT_B100,rewrite,new,prompt,100,95,96,101,100,0.39499661860711055,0.0031031437683850527,0.0011788783012889326,0.0094847648870199919,0.1949747487902643,13.503738403320312,100,11.606958880781168,12.023931800795253,9.2358940592966974,14.746033219955279,17.369160120852762,22.586745287757367
LM,O,1,CURRENT_B100,rewrite,new,request_cluster,100,95,96,101,100,0.39499661860711055,0.0031031437683850527,0.0011788783012889326,0.0094847648870199919,0.1949747487902643,13.503738403320312,100,11.606958880781168,12.023931800795253,9.2358940592966974,14.746033219955279,17.369160120852762,22.586745287757367
LM,O,1,CURRENT_B100,rewrite,true,prompt,100,1,2,101,100,12.001955499388277,12.078693866729736,9.2423214912414551,14.746626377105713,17.36986770629883,22.587747573852539,100,11.606958880781168,12.023931800795253,9.2358940592966974,14.746033219955279,17.369160120852762,22.586745287757367
LM,O,1,CURRENT_B100,rewrite,true,request_cluster,100,1,2,101,100,12.001955499388277,12.078693866729736,9.2423214912414551,14.746626377105713,17.36986770629883,22.587747573852539,100,11.606958880781168,12.023931800795253,9.2358940592966974,14.746033219955279,17.369160120852762,22.586745287757367
LM,O,1,CURRENT_B100,rephrase,new,prompt,200,97,99,202,200,3.094813690101728,1.4863591194152832,0.087585506960749626,4.8135876655578613,8.948322582244872,17.217962265014648,200,4.8819721422437574,5.7252013683319092,1.5625995099544525,8.4500074544921517,11.89038290050812,18.077064359560609
LM,O,1,CURRENT_B100,rephrase,new,request_cluster,200,97,99,202,100,3.094813690101728,2.1923406845889986,0.24021918140351772,4.6029812097549438,6.9921870589256292,13.909633636474609,100,4.8819721422437574,5.5558225065469742,2.1567143052816391,8.2290354966244195,10.818459452502431,15.696365028154105
LM,O,1,CURRENT_B100,rephrase,true,prompt,200,7,8,202,200,7.9767858323454854,7.9385426044464111,5.3428672552108765,10.600975275039673,13.370532226562499,18.091947555541992,200,4.8819721422437574,5.7252013683319092,1.5625995099544525,8.4500074544921517,11.89038290050812,18.077064359560609
LM,O,1,CURRENT_B100,rephrase,true,request_cluster,200,7,8,202,100,7.9767858323454854,8.1461941003799438,5.4596951007843018,10.044973254203796,12.563320922851563,15.837774753570557,100,4.8819721422437574,5.5558225065469742,2.1567143052816391,8.2290354966244195,10.818459452502431,15.696365028154105
LM,O,1,CURRENT_B100,locality,new,prompt,1000,9,19,1010,1000,10.58257379412651,10.375854969024658,7.7211508750915527,13.277428150177002,15.705510807037355,22.44593620300293,1000,-5.8270264573474417,-5.6830101013183594,-9.1258392333984375,-2.5433650016784668,0.28697109222412187,11.931930541992188
LM,O,1,CURRENT_B100,locality,new,request_cluster,1000,9,19,1010,100,10.582573794126509,10.585544967651366,8.2123509645462036,12.381599736213685,14.89445833206177,18.369972705841064,100,-5.82702645734744,-5.8050204560160639,-8.2302474856376655,-3.1118371814489363,-1.8402479696273775,3.5520494937896729
LM,O,1,CURRENT_B100,locality,true,prompt,1000,205,215,1010,1000,4.7555473367790695,4.1810038089752197,1.8100077211856842,6.9556851387023926,9.8464710235595714,19.939491271972656,1000,-5.8270264573474417,-5.6830101013183594,-9.1258392333984375,-2.5433650016784668,0.28697109222412187,11.931930541992188
LM,O,1,CURRENT_B100,locality,true,request_cluster,1000,205,215,1010,100,4.7555473367790686,4.4945142667042095,2.872201446071267,5.6413094937801356,8.7216712141036989,11.701945400238037,100,-5.82702645734744,-5.8050204560160639,-8.2302474856376655,-3.1118371814489363,-1.8402479696273775,3.5520494937896729
LM,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,new,prompt,100,95,96,101,100,0.39499661860711055,0.0031031437683850527,0.0011788783012889326,0.0094847648870199919,0.1949747487902643,13.503738403320312,100,11.606958880781168,12.023931800795253,9.2358940592966974,14.746033219955279,17.369160120852762,22.586745287757367
LM,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,new,request_cluster,100,95,96,101,100,0.39499661860711055,0.0031031437683850527,0.0011788783012889326,0.0094847648870199919,0.1949747487902643,13.503738403320312,100,11.606958880781168,12.023931800795253,9.2358940592966974,14.746033219955279,17.369160120852762,22.586745287757367
LM,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,true,prompt,100,1,2,101,100,12.001955499388277,12.078693866729736,9.2423214912414551,14.746626377105713,17.36986770629883,22.587747573852539,100,11.606958880781168,12.023931800795253,9.2358940592966974,14.746033219955279,17.369160120852762,22.586745287757367
LM,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,true,request_cluster,100,1,2,101,100,12.001955499388277,12.078693866729736,9.2423214912414551,14.746626377105713,17.36986770629883,22.587747573852539,100,11.606958880781168,12.023931800795253,9.2358940592966974,14.746033219955279,17.369160120852762,22.586745287757367
LM,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,new,prompt,200,97,99,202,200,3.094813690101728,1.4863591194152832,0.087585506960749626,4.8135876655578613,8.948322582244872,17.217962265014648,200,4.8819721422437574,5.7252013683319092,1.5625995099544525,8.4500074544921517,11.89038290050812,18.077064359560609
LM,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,new,request_cluster,200,97,99,202,100,3.094813690101728,2.1923406845889986,0.24021918140351772,4.6029812097549438,6.9921870589256292,13.909633636474609,100,4.8819721422437574,5.5558225065469742,2.1567143052816391,8.2290354966244195,10.818459452502431,15.696365028154105
LM,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,true,prompt,200,7,8,202,200,7.9767858323454854,7.9385426044464111,5.3428672552108765,10.600975275039673,13.370532226562499,18.091947555541992,200,4.8819721422437574,5.7252013683319092,1.5625995099544525,8.4500074544921517,11.89038290050812,18.077064359560609
LM,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,true,request_cluster,200,7,8,202,100,7.9767858323454854,8.1461941003799438,5.4596951007843018,10.044973254203796,12.563320922851563,15.837774753570557,100,4.8819721422437574,5.5558225065469742,2.1567143052816391,8.2290354966244195,10.818459452502431,15.696365028154105
LM,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,new,prompt,1000,9,19,1010,1000,10.58257379412651,10.375854969024658,7.7211508750915527,13.277428150177002,15.705510807037355,22.44593620300293,1000,-5.8270264573474417,-5.6830101013183594,-9.1258392333984375,-2.5433650016784668,0.28697109222412187,11.931930541992188
LM,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,new,request_cluster,1000,9,19,1010,100,10.582573794126509,10.585544967651366,8.2123509645462036,12.381599736213685,14.89445833206177,18.369972705841064,100,-5.82702645734744,-5.8050204560160639,-8.2302474856376655,-3.1118371814489363,-1.8402479696273775,3.5520494937896729
LM,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,true,prompt,1000,205,215,1010,1000,4.7555473367790695,4.1810038089752197,1.8100077211856842,6.9556851387023926,9.8464710235595714,19.939491271972656,1000,-5.8270264573474417,-5.6830101013183594,-9.1258392333984375,-2.5433650016784668,0.28697109222412187,11.931930541992188
LM,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,true,request_cluster,1000,205,215,1010,100,4.7555473367790686,4.4945142667042095,2.872201446071267,5.6413094937801356,8.7216712141036989,11.701945400238037,100,-5.82702645734744,-5.8050204560160639,-8.2302474856376655,-3.1118371814489363,-1.8402479696273775,3.5520494937896729
LM,O,2,ENTRY_CURRENT,rewrite,new,prompt,100,1,1,101,100,10.716054400205612,10.946299076080322,8.243722677230835,12.806285619735718,15.48961296081543,18.364250183105469,100,-6.9721494702622291,-7.0700794458389282,-9.6525994278490543,-4.3767402172088623,-2.0482380628585801,1.8668249845504761
LM,O,2,ENTRY_CURRENT,rewrite,new,request_cluster,100,1,1,101,100,10.716054400205612,10.946299076080322,8.243722677230835,12.806285619735718,15.48961296081543,18.364250183105469,100,-6.9721494702622291,-7.0700794458389282,-9.6525994278490543,-4.3767402172088623,-2.0482380628585801,1.8668249845504761
LM,O,2,ENTRY_CURRENT,rewrite,true,prompt,100,30,32,102,100,3.7439049299433829,3.8010008335113525,1.1417118310928345,5.5147956609725952,7.6825393199920669,12.691858291625977,100,-6.9721494702622291,-7.0700794458389282,-9.6525994278490543,-4.3767402172088623,-2.0482380628585801,1.8668249845504761
LM,O,2,ENTRY_CURRENT,rewrite,true,request_cluster,100,30,32,102,100,3.7439049299433829,3.8010008335113525,1.1417118310928345,5.5147956609725952,7.6825393199920669,12.691858291625977,100,-6.9721494702622291,-7.0700794458389282,-9.6525994278490543,-4.3767402172088623,-2.0482380628585801,1.8668249845504761
LM,O,2,ENTRY_CURRENT,rephrase,new,prompt,200,1,1,202,200,10.303279827833176,10.197076320648193,8.2500729560852051,12.148643493652344,14.365490245819091,21.050094604492188,200,-5.9170144344214348,-5.7582850456237793,-8.1741677522659302,-3.0035820007324219,-1.3404361724853526,3.9914512634277344
LM,O,2,ENTRY_CURRENT,rephrase,new,request_cluster,200,1,1,202,100,10.303279827833176,10.226243495941162,8.608553409576416,11.947822093963623,13.189517831802373,19.393235206604004,100,-5.9170144344214348,-5.9668528437614441,-7.9538170387968421,-3.5910820364952087,-1.3664877653121938,2.2570338249206543
LM,O,2,ENTRY_CURRENT,rephrase,true,prompt,200,54,57,204,200,4.3862653934117404,3.9961819648742676,1.1890167891979218,6.3804315328598022,9.3196600914001451,17.874704360961914,200,-5.9170144344214348,-5.7582850456237793,-8.1741677522659302,-3.0035820007324219,-1.3404361724853526,3.9914512634277344
LM,O,2,ENTRY_CURRENT,rephrase,true,request_cluster,200,54,57,204,100,4.3862653934117404,4.0947036296129227,1.5925281494855881,6.2480716705322266,8.6855967044830322,12.041035652160645,100,-5.9170144344214348,-5.9668528437614441,-7.9538170387968421,-3.5910820364952087,-1.3664877653121938,2.2570338249206543
LM,O,2,ENTRY_CURRENT,locality,new,prompt,1000,2,2,1010,1000,10.969978274822235,10.922949314117432,8.9732000827789307,12.918793916702271,15.000577354431153,22.583839416503906,1000,-6.289695469556027,-6.3176938891410828,-9.1455996334552765,-3.2767183780670166,-0.57485971450805662,7.0073261260986328
LM,O,2,ENTRY_CURRENT,locality,new,request_cluster,1000,2,2,1010,100,10.969978274822234,10.820954132080079,9.450285184383393,12.452771282196045,13.632743225097657,16.922526550292968,100,-6.289695469556027,-5.9078283265233047,-8.1423901841044426,-4.2049477107822888,-2.5691775727272019,1.3821633815765382
LM,O,2,ENTRY_CURRENT,locality,true,prompt,1000,226,243,1020,1000,4.6802828052662084,3.9357336759567261,1.7105078101158142,6.9601678848266602,10.139289093017577,16.425685882568359,1000,-6.289695469556027,-6.3176938891410828,-9.1455996334552765,-3.2767183780670166,-0.57485971450805662,7.0073261260986328
LM,O,2,ENTRY_CURRENT,locality,true,request_cluster,1000,226,243,1020,100,4.6802828052662075,4.3161844916641714,3.0151702910661697,6.6282143175601966,7.6569783663749726,12.739483070373534,100,-6.289695469556027,-5.9078283265233047,-8.1423901841044426,-4.2049477107822888,-2.5691775727272019,1.3821633815765382
LM,O,2,CURRENT_B100,rewrite,new,prompt,100,97,98,101,100,0.08854062668528058,0.002139780786819756,0.00085454416694119573,0.0068952885922044516,0.021993616968393498,4.380399227142334,100,12.704337436039786,12.347340013569919,9.9782609395333566,15.602843318138184,18.329326892428799,25.958925556100439
LM,O,2,CURRENT_B100,rewrite,new,request_cluster,100,97,98,101,100,0.08854062668528058,0.002139780786819756,0.00085454416694119573,0.0068952885922044516,0.021993616968393498,4.380399227142334,100,12.704337436039786,12.347340013569919,9.9782609395333566,15.602843318138184,18.329326892428799,25.958925556100439
LM,O,2,CURRENT_B100,rewrite,true,prompt,100,0,1,102,100,12.792878062725068,12.349274158477783,9.982668399810791,15.603214502334595,18.334095382690432,25.959300994873047,100,12.704337436039786,12.347340013569919,9.9782609395333566,15.602843318138184,18.329326892428799,25.958925556100439
LM,O,2,CURRENT_B100,rewrite,true,request_cluster,100,0,1,102,100,12.792878062725068,12.349274158477783,9.982668399810791,15.603214502334595,18.334095382690432,25.959300994873047,100,12.704337436039786,12.347340013569919,9.9782609395333566,15.602843318138184,18.329326892428799,25.958925556100439
LM,O,2,CURRENT_B100,rephrase,new,prompt,200,110,112,202,200,2.7168219533633966,0.82615140080451965,0.043412649072706699,4.214179515838623,8.1519342422485348,20.703525543212891,200,5.9755600867337488,6.2415976524353027,1.892818808555603,9.7832294981344603,13.192638186961993,21.055645622313023
LM,O,2,CURRENT_B100,rephrase,new,request_cluster,200,110,112,202,100,2.7168219533633966,1.8603154048323631,0.1104935840703547,4.0674442918971181,6.5679777383804359,18.883160591125488,100,5.9755600867337488,6.5555847459472716,2.8488650172948837,9.0012224423699081,12.411660984298216,19.915138850396033
LM,O,2,CURRENT_B100,rephrase,true,prompt,200,9,12,204,200,8.6923820400971454,8.5118284225463867,5.7940313816070557,11.243086814880371,14.337343883514404,21.060815811157227,200,5.9755600867337488,6.2415976524353027,1.892818808555603,9.7832294981344603,13.192638186961993,21.055645622313023
LM,O,2,CURRENT_B100,rephrase,true,request_cluster,200,9,12,204,100,8.6923820400971454,8.6361167430877686,5.9305469393730164,10.968745946884155,13.756981229782106,19.918261528015137,100,5.9755600867337488,6.5555847459472716,2.8488650172948837,9.0012224423699081,12.411660984298216,19.915138850396033
LM,O,2,CURRENT_B100,locality,new,prompt,1000,8,8,1010,1000,10.457521648287774,10.503890991210938,8.2239394187927246,12.573722124099731,14.80486536026001,21.297788619995117,1000,-5.727910938147863,-5.6322555541992188,-8.6670572757720947,-2.6912930607795715,-0.15385351181030182,7.5749317407608032
LM,O,2,CURRENT_B100,locality,new,request_cluster,1000,8,8,1010,100,10.45752164828777,10.525661420822143,8.9878635644912723,11.971484899520874,13.494741878509522,16.549508666992189,100,-5.7279109381478621,-5.569225816428661,-7.0649742275476459,-3.6868237078189847,-2.2864480203390118,1.8671175479888915
LM,O,2,CURRENT_B100,locality,true,prompt,1000,203,220,1020,1000,4.7296107101399105,3.9453446865081787,1.7841852307319641,7.183847188949585,10.105260372161865,20.999975204467773,1000,-5.727910938147863,-5.6322555541992188,-8.6670572757720947,-2.6912930607795715,-0.15385351181030182,7.5749317407608032
LM,O,2,CURRENT_B100,locality,true,request_cluster,1000,203,220,1020,100,4.7296107101399096,4.5334802972152826,3.2734725773334503,6.1351995229721066,7.4326840305328385,12.869215106964111,100,-5.7279109381478621,-5.569225816428661,-7.0649742275476459,-3.6868237078189847,-2.2864480203390118,1.8671175479888915
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,new,prompt,200,194,196,202,200,0.18824775448385481,0.0018582945922389627,0.00070147938095033169,0.0048395221820101142,0.040645089000463472,13.906005859375,200,12.806412651833707,12.560306619328912,10.157543747860473,15.853502126090461,18.329326892428799,25.958925556100439
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,new,request_cluster,200,194,196,202,200,0.18824775448385481,0.0018582945922389627,0.00070147938095033169,0.0048395221820101142,0.040645089000463472,13.906005859375,200,12.806412651833707,12.560306619328912,10.157543747860473,15.853502126090461,18.329326892428799,25.958925556100439
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,true,prompt,200,1,3,203,200,12.994660406317562,12.561856746673584,10.15966534614563,15.854376554489136,18.334095382690428,25.959300994873047,200,12.806412651833707,12.560306619328912,10.157543747860473,15.853502126090461,18.329326892428799,25.958925556100439
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,true,request_cluster,200,1,3,203,200,12.994660406317562,12.561856746673584,10.15966534614563,15.854376554489136,18.334095382690428,25.959300994873047,200,12.806412651833707,12.560306619328912,10.157543747860473,15.853502126090461,18.329326892428799,25.958925556100439
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,new,prompt,400,220,224,404,400,2.6890610286427727,0.82615140080451965,0.038572263903915882,4.166351318359375,8.0499535560607924,20.703525543212891,400,6.0102929409753232,6.4960560742765665,2.1624433398246765,9.8636623055208474,13.190141307134772,21.96878421529982
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,new,request_cluster,400,220,224,404,200,2.6890610286427727,1.761221818625927,0.1104935840703547,4.0674442918971181,6.5215307759121055,18.883160591125488,200,6.0102929409753232,6.5555847459472716,2.9391693621873856,9.2979745015327353,12.403776279848534,19.915138850396033
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,true,prompt,400,16,20,406,400,8.6993539696180964,8.5633726119995117,5.6797713041305542,11.516431093215942,14.274220657348634,21.968851089477539,400,6.0102929409753232,6.4960560742765665,2.1624433398246765,9.8636623055208474,13.190141307134772,21.96878421529982
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,true,request_cluster,400,16,20,406,200,8.6993539696180964,8.7351481914520264,6.1638937741518021,10.982988357543945,13.55095601081848,19.918261528015137,200,6.0102929409753232,6.5555847459472716,2.9391693621873856,9.2979745015327353,12.403776279848534,19.915138850396033
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,new,prompt,2000,18,28,2020,2000,10.438749855741859,10.433688640594482,7.89312744140625,12.841874361038208,15.242029190063477,22.602733612060547,2000,-5.732291463731177,-5.5813310146331787,-8.7515050768852234,-2.6450932212173939,0.11547174453735409,11.763643264770508
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,new,request_cluster,2000,18,28,2020,200,10.438749855741857,10.50893759727478,8.318177413940429,12.068568539619445,14.488666429519654,18.212097644805908,200,-5.732291463731177,-5.569225816428661,-7.5530952274799343,-3.3778490483760835,-1.8300900369882589,3.473735284805298
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,true,prompt,2000,415,442,2030,2000,4.7064583920106813,3.9996640682220459,1.7734618782997131,7.0465569496154785,10.008698463439943,20.999975204467773,2000,-5.732291463731177,-5.5813310146331787,-8.7515050768852234,-2.6450932212173939,0.11547174453735409,11.763643264770508
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,true,request_cluster,2000,415,442,2030,200,4.7064583920106813,4.3952116787433626,3.1805505841970443,5.9346576448529955,7.9654461288452145,12.869215106964111,200,-5.732291463731177,-5.569225816428661,-7.5530952274799343,-3.3778490483760835,-1.8300900369882589,3.473735284805298
LM,O,3,ENTRY_CURRENT,rewrite,new,prompt,100,0,2,102,100,10.724612469673156,10.857587337493896,7.2320253849029541,13.794076442718506,16.115896224975589,22.646419525146484,100,-6.5748803773196416,-5.9607894420623779,-9.9373166561126709,-3.5736508369445801,-1.8701239585876452,4.876030445098877
LM,O,3,ENTRY_CURRENT,rewrite,new,request_cluster,100,0,2,102,100,10.724612469673156,10.857587337493896,7.2320253849029541,13.794076442718506,16.115896224975589,22.646419525146484,100,-6.5748803773196416,-5.9607894420623779,-9.9373166561126709,-3.5736508369445801,-1.8701239585876452,4.876030445098877
LM,O,3,ENTRY_CURRENT,rewrite,true,prompt,100,25,28,103,100,4.1497320923535153,3.7401354312896729,1.6745344996452332,5.9358686208724976,8.1465274810791026,16.082382202148438,100,-6.5748803773196416,-5.9607894420623779,-9.9373166561126709,-3.5736508369445801,-1.8701239585876452,4.876030445098877
LM,O,3,ENTRY_CURRENT,rewrite,true,request_cluster,100,25,28,103,100,4.1497320923535153,3.7401354312896729,1.6745344996452332,5.9358686208724976,8.1465274810791026,16.082382202148438,100,-6.5748803773196416,-5.9607894420623779,-9.9373166561126709,-3.5736508369445801,-1.8701239585876452,4.876030445098877
LM,O,3,ENTRY_CURRENT,rephrase,new,prompt,200,1,4,204,200,9.4639327937364577,9.1180887222290039,6.5709810256958008,12.505995512008667,14.437692356109618,20.486164093017578,200,-5.7402636042749506,-5.7205945253372192,-8.6006495431065559,-2.8900666236877441,-0.75759801864624021,6.5518970489501953
LM,O,3,ENTRY_CURRENT,rephrase,new,request_cluster,200,1,4,204,100,9.4639327937364577,9.1382071971893311,6.7913827300071716,11.902386546134949,14.22277126312256,16.838865756988525,100,-5.7402636042749506,-5.8493090569972992,-8.2799289934337139,-3.5304603232070804,-1.334633159637449,5.6858899593353271
LM,O,3,ENTRY_CURRENT,rephrase,true,prompt,200,52,57,206,200,3.723669189461507,3.2794449329376221,1.1940538883209229,5.4646055698394775,8.0258755683898908,14.311097145080566,200,-5.7402636042749506,-5.7205945253372192,-8.6006495431065559,-2.8900666236877441,-0.75759801864624021,6.5518970489501953
LM,O,3,ENTRY_CURRENT,rephrase,true,request_cluster,200,52,57,206,100,3.723669189461507,3.5054181180894375,1.8436878472566605,4.9016318321228027,6.4791843175888086,12.468992233276367,100,-5.7402636042749506,-5.8493090569972992,-8.2799289934337139,-3.5304603232070804,-1.334633159637449,5.6858899593353271
LM,O,3,ENTRY_CURRENT,locality,new,prompt,1000,2,22,1020,1000,10.776150968402623,10.967591285705566,7.7115277051925659,13.575795412063599,15.914937686920167,24.426849365234375,1000,-6.3203907184284471,-6.5307056903839111,-9.5002553164958954,-3.0991300344467163,-0.10248260498046792,5.842432975769043
LM,O,3,ENTRY_CURRENT,locality,new,request_cluster,1000,2,22,1020,100,10.776150968402625,10.978975892066956,8.1430212974548333,13.004910111427307,14.392999458312989,17.827645301818848,100,-6.3203907184284471,-6.697436103969812,-8.6830852178856723,-3.9460977979004381,-1.444332580864427,2.525653600692749
LM,O,3,ENTRY_CURRENT,locality,true,prompt,1000,243,273,1030,1000,4.4557602499741771,3.9927541017532349,1.3749505579471588,6.7045692205429077,9.4994533538818366,19.011266708374023,1000,-6.3203907184284471,-6.5307056903839111,-9.5002553164958954,-3.0991300344467163,-0.10248260498046792,5.842432975769043
LM,O,3,ENTRY_CURRENT,locality,true,request_cluster,1000,243,273,1030,100,4.4557602499741771,3.9682011127471926,2.9914707891643046,5.5123212993144985,7.3134291398525271,12.478517627716064,100,-6.3203907184284471,-6.697436103969812,-8.6830852178856723,-3.9460977979004381,-1.444332580864427,2.525653600692749
LM,O,3,CURRENT_B100,rewrite,new,prompt,100,96,98,102,100,0.1449715972474587,0.0020136800594627857,0.0007252446812344715,0.0058706199051812291,0.052110393717885034,7.5665736198425293,100,12.332093093342445,12.308198516460834,9.2255959486356005,15.137066554925696,18.571586923624274,22.876640119706281
LM,O,3,CURRENT_B100,rewrite,new,request_cluster,100,96,98,102,100,0.1449715972474587,0.0020136800594627857,0.0007252446812344715,0.0058706199051812291,0.052110393717885034,7.5665736198425293,100,12.332093093342445,12.308198516460834,9.2255959486356005,15.137066554925696,18.571586923624274,22.876640119706281
LM,O,3,CURRENT_B100,rewrite,true,prompt,100,0,3,103,100,12.477064690589906,12.308804035186768,9.2924075126647949,15.138903141021729,18.572355461120608,22.876916885375977,100,12.332093093342445,12.308198516460834,9.2255959486356005,15.137066554925696,18.571586923624274,22.876640119706281
LM,O,3,CURRENT_B100,rewrite,true,request_cluster,100,0,3,103,100,12.477064690589906,12.308804035186768,9.2924075126647949,15.138903141021729,18.572355461120608,22.876916885375977,100,12.332093093342445,12.308198516460834,9.2255959486356005,15.137066554925696,18.571586923624274,22.876640119706281
LM,O,3,CURRENT_B100,rephrase,new,prompt,200,113,116,204,200,2.3909258906973991,0.77412369847297668,0.051461139693856239,3.3572884798049927,7.6277392864227291,17.766790390014648,200,5.4726249306963295,5.8729109168052673,2.2879085540771484,9.2766182022169232,11.539141182415188,22.099460067227483
