cell,arm,reference,batch,category,prompt_n,arm_success,O_success,loss,recovery,both_success,both_failure,delta_rate,order_hash,nll_new_delta_n,nll_new_delta_mean,nll_new_delta_median,nll_new_delta_q25,nll_new_delta_q75,nll_new_delta_p90,nll_new_delta_max,nll_true_delta_n,nll_true_delta_mean,nll_true_delta_median,nll_true_delta_q25,nll_true_delta_q75,nll_true_delta_p90,nll_true_delta_max,margin_true_minus_new_delta_n,margin_true_minus_new_delta_mean,margin_true_minus_new_delta_median,margin_true_minus_new_delta_q25,margin_true_minus_new_delta_q75,margin_true_minus_new_delta_p90,margin_true_minus_new_delta_max
LM,ORBFH,O,2,locality,2000,1786,1787,8,7,1779,206,-0.00049999999999994493,30b6ebdd51432bf6257597f4e190f637c7308b58669f2d2d9a057f811b79c723,2000,-0.12423674855753779,-0.064017772674560547,-0.21612560749053955,0.024696588516235352,0.1372638702392579,3.8862333297729492,2000,-0.0020139023606461706,-0.011530250310897827,-0.083716213703155518,0.047430813312530518,0.18688378334045427,2.5143172740936279,2000,0.12222284619689162,0.047098398208618164,-0.048781394958496094,0.21005022525787354,0.50329851899296074,2.8099610805511475
LM,JAC,O,2,rewrite,200,198,197,0,1,197,2,0.0050000000000000044,7c847772552a0e205ec228c158d169f6b7671906497a366d68664872a9006145,200,-0.013252816029962559,3.9054692024365067e-05,-0.00026130533660762012,0.00045394530752673745,0.0030311014968901853,0.51015090942382812,200,0.019947817362844945,-0.11996293067932129,-0.50831794738769531,0.35060763359069824,1.4551008224487303,8.440669059753418,200,0.033200633392807502,-0.12650822510477155,-0.53474057767016347,0.30722187698120251,1.4516413229779572,8.4450801194179803
LM,JAC,O,2,rephrase,400,340,340,7,7,333,53,0,acf6a8968ec41dcbbcd16062c95602f7f7ad4b2612cd84d27328a40d03bb3e7b,400,-0.027569357851534734,-0.0004271786892786622,-0.10586909169796854,0.10452235490083694,0.50152616500854508,4.8858075141906738,400,0.047690384372253904,-0.027598381042480469,-0.33210188150405884,0.35693436861038208,1.024217605590821,7.5274581909179688,400,0.075259742223788631,-0.070888314628973603,-0.45640452357474715,0.49586545843339991,1.2418447252362967,8.68457992374897
LM,JAC,O,2,locality,2000,1777,1787,22,12,1765,201,-0.0050000000000000044,30b6ebdd51432bf6257597f4e190f637c7308b58669f2d2d9a057f811b79c723,2000,-0.25716416781023144,-0.12867832183837891,-0.39198076725006104,0.013622045516967773,0.17670855522155765,4.8746337890625,2000,0.011282632482107147,-0.015902280807495117,-0.13569420576095581,0.080323934555053711,0.30474413633346609,3.3674294948577881,2000,0.26844680029233858,0.10156726837158203,-0.057840228080749512,0.39780133962631226,1.012377643585205,5.3864461183547974
LM,QCL,O,3,rewrite,300,294,298,4,0,294,2,-0.013333333333333308,178470986f4797ae7498278967614c8794e93d1d03fddb3b34e4e4750fc93a0a,300,0.18855860150895751,0.0021592673438135535,0.00049598422265262343,0.0083548243856057525,0.13456205986440264,8.0258502960205078,300,-1.4990856312960386,-1.2863030433654785,-2.0959208011627197,-0.6624377965927124,-0.22876520156860344,2.6170458793640137,300,-1.6876442328049961,-1.380052127991803,-2.1886198404608876,-0.72037350182654336,-0.31041611864056856,3.4089491367340088
LM,QCL,O,3,rephrase,600,493,515,24,2,491,83,-0.036666666666666625,681c93f9742be4595ab4e18b18c4f9fc01d82f48756baeb59c4aab951adf4c79,600,0.40684706174180368,0.10859914775937796,0.0028274157666601241,0.56411781907081604,1.3944533824920655,6.0489552021026611,600,-0.77632723316084595,-0.5751492977142334,-1.3010454177856445,-0.052992463111877441,0.3886417388916017,2.6772384643554688,600,-1.1831742949026496,-0.93711097538471222,-1.7680967524647713,-0.38200582563877106,0.047306632995605578,3.9697775840759277
LM,QCL,O,3,locality,3000,2646,2654,18,10,2636,336,-0.002666666666666706,4a35eea27a0d118419714a9e1054945b435b65e6ae33dc3c9cafab396db01a2f,3000,-0.020139916454752285,-0.018129825592041016,-0.17475628852844238,0.14132797718048096,0.35136508941650391,4.6188278198242188,3000,0.027506833369397403,0.01326470822095871,-0.072953402996063232,0.13042688369750977,0.32329323887824996,2.0706477165222168,3000,0.047646749824149688,0.044182062149047852,-0.10526357591152191,0.21004855632781982,0.50401372909545883,3.0763463973999023
LM,NQFIX,O,3,rewrite,300,299,298,1,2,297,0,0.0033333333333334103,178470986f4797ae7498278967614c8794e93d1d03fddb3b34e4e4750fc93a0a,300,-0.10635881790152781,-0.0003855855466099456,-0.0022379769361577928,1.7425671103410423e-05,0.0010743363891378979,3.5237002372741699,300,1.1237640589475633,0.87339258193969727,0.025115251541137695,1.8892562389373779,3.3670182228088388,12.38742733001709,300,1.2301228768490911,0.88219916872913018,0.026394383166916668,1.9392079721146729,3.5013904864434178,22.31398731470108
LM,NQFIX,O,3,rephrase,600,551,515,3,39,512,46,0.060000000000000053,681c93f9742be4595ab4e18b18c4f9fc01d82f48756baeb59c4aab951adf4c79,600,-0.69602915792955777,-0.049211529083549976,-0.93442836403846741,-4.4536252971738577e-05,0.13821816444397,8.4925320148468018,600,1.0912642464336628,0.86739444732666016,0.0065481662750244141,1.8220518529415131,3.2254776477813727,12.041773200035095,600,1.7872934043632207,1.278946194332093,0.3626423180103302,2.5706997513771057,4.7442217454314237,14.842662036418915
LM,NQFIX,O,3,locality,3000,2605,2654,67,18,2587,328,-0.016333333333333422,4a35eea27a0d118419714a9e1054945b435b65e6ae33dc3c9cafab396db01a2f,3000,-0.36228551364472755,-0.2334442138671875,-0.63947010040283203,0.053343772888183594,0.33510265350341795,4.2157812118530273,3000,0.0065285575371332623,-0.025645747780799866,-0.27723398804664612,0.1837080717086792,0.61213982105255116,5.8808012008666992,3000,0.36881407118186083,0.17570292949676514,-0.1389191746711731,0.65718978643417358,1.4027502566576004,9.5077869892120361
LM,ORBFH,O,3,rewrite,300,296,298,2,0,296,2,-0.0066666666666665986,178470986f4797ae7498278967614c8794e93d1d03fddb3b34e4e4750fc93a0a,300,0.023890815570569733,5.9160811360925436e-08,-0.00045423914707498625,0.00024354917695745826,0.0016120379732456063,3.4317432567477226,300,0.01908785161251823,0.0050390018150210381,-0.44196152687072754,0.51468682289123535,1.0502099037170416,8.7613916397094727,300,-0.0048029639580515022,0.0081053442263510078,-0.46594788291986333,0.52373381955112563,1.0627737548667939,8.766659485292621
LM,ORBFH,O,3,rephrase,600,514,515,12,11,503,74,-0.0016666666666665941,681c93f9742be4595ab4e18b18c4f9fc01d82f48756baeb59c4aab951adf4c79,600,-0.0086690983880180275,2.4620210751891136e-05,-0.094662845134735107,0.084036752581596375,0.49194288253784196,3.1911001205444336,600,0.081735796533369764,-0.0077025890350341797,-0.36140787601470947,0.40400576591491699,1.0756547927856452,8.1226000785827637,600,0.090404894921387799,-0.002180345356464386,-0.40105401445180178,0.54291380260838196,1.237756641871238,9.7603983245790005
LM,ORBFH,O,3,locality,3000,2628,2654,34,8,2620,338,-0.0086666666666667114,4a35eea27a0d118419714a9e1054945b435b65e6ae33dc3c9cafab396db01a2f,3000,-0.18572652839000026,-0.10762262344360352,-0.33990609645843506,0.036181628704071045,0.21841320991516111,3.2714786529541016,3000,0.015450699927886793,-0.0071351528167724609,-0.12239265441894531,0.10289400815963745,0.33642770051956172,2.2825069427490234,3000,0.20117722831788706,0.09677395224571228,-0.061306357383728027,0.35373947769403458,0.82297998070716849,5.5870543122291565
LM,JAC,O,3,rewrite,300,295,298,3,0,295,2,-0.010000000000000009,178470986f4797ae7498278967614c8794e93d1d03fddb3b34e4e4750fc93a0a,300,0.0063782187364146616,1.6500664060004056e-05,-0.00051734742010012269,0.00052904410404153168,0.0023849299643188765,1.9580669403076172,300,-0.031127500459551812,-0.05911564826965332,-0.73608827590942383,0.58886003494262695,1.4399512290954601,9.4996976852416992,300,-0.037505719195966472,-0.060124201176222414,-0.73654507478931919,0.68003970292193117,1.4817329700541451,9.5052240204531699
LM,JAC,O,3,rephrase,600,512,515,16,13,499,72,-0.0049999999999998934,681c93f9742be4595ab4e18b18c4f9fc01d82f48756baeb59c4aab951adf4c79,600,-0.007371687821469095,-0.00040602634544484317,-0.19244733452796936,0.076016906648874283,0.64190638065338179,6.080463171005249,600,0.112910548367848,0.041465044021606445,-0.44398939609527588,0.58540117740631104,1.488493037223817,8.4387931823730469,600,0.12028223618931709,0.070773780345916748,-0.5510385055677034,0.81858620326966047,1.7504545719712044,8.7212526351213455
LM,JAC,O,3,locality,3000,2604,2654,65,15,2589,331,-0.016666666666666718,4a35eea27a0d118419714a9e1054945b435b65e6ae33dc3c9cafab396db01a2f,3000,-0.35190226172159117,-0.21248698234558105,-0.6133568286895752,0.020692586898803711,0.28975467681884737,3.9850893020629883,3000,0.039794146486567719,-0.0052738189697265625,-0.19684243202209473,0.16133594512939453,0.59598894119262691,5.2691342234611511,3000,0.39169640820815887,0.19949841499328613,-0.055217742919921875,0.64265428204089403,1.3930765151977538,9.4400409460067749
LM,QCL,O,4,rewrite,400,393,397,4,0,393,3,-0.010000000000000009,e954118a9a97d7273772a5ce2713b9e575c001fd2659b91973a0ef8d7bfb46ce,400,0.13286953435026588,0.0015798351669218391,0.00030030032939976081,0.0067656879691639915,0.059196841856464857,9.0685956478118896,400,-1.3266645557200536,-1.1094002723693848,-1.9695365428924561,-0.5213615894317627,0.087944126129150757,4.1030874252319336,400,-1.4595340900703195,-1.1504333499906352,-2.1555023556575179,-0.54098974331282079,0.077564044695464185,4.1031114647630602
LM,QCL,O,4,rephrase,800,674,704,33,3,671,93,-0.037499999999999978,27baf8ae6a8b697ad4774527a24dbb86e4ae62c193911e0cec9958a836967012,800,0.36219081387037477,0.056747008115053177,0.00092574258451350033,0.55241486430168152,1.3226330474019055,6.1968711614608765,800,-0.77058175879123159,-0.61403107643127441,-1.3763109445571899,-0.00028836727142333984,0.57266895771026627,7.0479536056518555,800,-1.1327725726616062,-0.96429949998855591,-1.8125120025360957,-0.25344714429229498,0.39485697379568596,7.3272286653518677
LM,QCL,O,4,locality,4000,3439,3449,39,29,3410,522,-0.0024999999999999467,07a7e22b335fdb3a05f20556e1fa5ffa3d48c3bbfab8ec580bd0438a582a4d92,4000,-0.013489001394278603,-0.015816211700439453,-0.23147046566009521,0.20430827140808105,0.50763530731201134,5.680415153503418,4000,0.058929701370150724,0.025288820266723633,-0.097598031163215637,0.20110148191452026,0.48632991313934321,3.2970457077026367,4000,0.072418702764429327,0.062985420227050781,-0.17034993972629309,0.30263346433639526,0.69198377132415767,5.5994908809661865
LM,NQFIX,O,4,rewrite,400,399,397,0,2,397,1,0.0050000000000000044,e954118a9a97d7273772a5ce2713b9e575c001fd2659b91973a0ef8d7bfb46ce,400,-0.067653884319424831,-0.00023192779190139845,-0.0015727733698440716,0.00023194704772322439,0.0044279847061261578,1.8665299415588379,400,0.84538663229905064,0.70535802841186523,-0.49545097351074219,1.9870619773864746,3.7466588973999038,12.484907627105713,400,0.91304051661847552,0.72769977955613285,-0.51807707398256753,2.0067703025997616,3.8274705646414082,23.112830724567175
LM,NQFIX,O,4,rephrase,800,757,704,3,56,701,40,0.066250000000000031,27baf8ae6a8b697ad4774527a24dbb86e4ae62c193911e0cec9958a836967012,800,-0.64895547622799765,-0.045370618812739849,-0.84185234783217311,9.7150652436539531e-05,0.18920798003673586,8.7633709907531738,800,1.1317349435173674,0.9001612663269043,-0.095488786697387695,2.0967901945114136,3.6639507770538335,13.607490539550781,800,1.780690419745365,1.369960549636744,0.16103161164210178,2.7763945907354355,4.9657428681850435,17.862974256277084
LM,NQFIX,O,4,locality,4000,3389,3449,109,49,3340,502,-0.015000000000000013,07a7e22b335fdb3a05f20556e1fa5ffa3d48c3bbfab8ec580bd0438a582a4d92,4000,-0.46956515359970219,-0.3382256031036377,-0.98509299755096436,0.1101459264755249,0.64461317062377921,6.7807016372680664,4000,-0.060996940923709192,-0.063307974487543106,-0.45842307806015015,0.23584169149398804,0.85972270965576136,9.5431199073791504,4000,0.40856821267599297,0.23915088176727295,-0.25483323633670807,0.9349379688501358,1.8831923276185989,12.466130614280701
LM,ORBFH,O,4,rewrite,400,396,397,2,1,395,2,-0.0025000000000000577,e954118a9a97d7273772a5ce2713b9e575c001fd2659b91973a0ef8d7bfb46ce,400,-0.0046669828264657553,1.7698301235213876e-05,-0.00049553069402463734,0.0004128461005166173,0.0024034916190430532,2.6242123283445835,400,-0.034263173090294002,-0.040876388549804688,-0.60352134704589844,0.52059006690979004,1.2642821311950694,7.5011420249938965,400,-0.029596190263828249,-0.048242317803669721,-0.64894452468433883,0.52348263261046668,1.3057117411633954,10.054309990257025
LM,ORBFH,O,4,rephrase,800,708,704,14,18,690,78,0.0050000000000000044,27baf8ae6a8b697ad4774527a24dbb86e4ae62c193911e0cec9958a836967012,800,-0.056111427955529508,-8.0027537478599697e-05,-0.12594542652368546,0.079865589737892151,0.63010463714599629,3.6176958084106445,800,-0.031294561894028447,-0.051259040832519531,-0.571123868227005,0.48073947429656982,1.2804909706115724,7.1761293411254883,800,0.024816866061501061,-0.048558712005615234,-0.68488635192625225,0.64265134185552597,1.5644020950421698,10.794002771377563
LM,ORBFH,O,4,locality,4000,3399,3449,71,21,3378,530,-0.012499999999999956,07a7e22b335fdb3a05f20556e1fa5ffa3d48c3bbfab8ec580bd0438a582a4d92,4000,-0.20173279671597993,-0.13976478576660156,-0.43069553375244141,0.077875852584838867,0.36053748130798335,4.8996696472167969,4000,0.045471727592288513,9.6073723398149014e-05,-0.16099211573600769,0.17105941474437714,0.55711452960968022,4.3151402473449707,4000,0.24720452430826845,0.12816166877746582,-0.093137562274932861,0.48361539840698242,1.0799447797238826,5.1628627777099609
LM,JAC,O,4,rewrite,400,397,397,1,1,396,2,0,e954118a9a97d7273772a5ce2713b9e575c001fd2659b91973a0ef8d7bfb46ce,400,0.0023229643443482928,2.949249028461054e-05,-0.00076349853770807385,0.0007552096649305895,0.0038051520939916383,1.9959025382995605,400,0.042069293493404984,-0.020571231842041016,-0.8646094799041748,0.74060511589050293,1.9007165908813504,10.496126174926758,400,0.039746329149056694,-0.020430924851098098,-0.86915968755783979,0.76065201105666347,1.8620508558233275,10.876989714801311
LM,JAC,O,4,rephrase,800,716,704,12,24,692,72,0.015000000000000013,27baf8ae6a8b697ad4774527a24dbb86e4ae62c193911e0cec9958a836967012,800,-0.065249935674628431,-0.00063562147261109203,-0.2055915417149663,0.08688430255278945,0.66957793533802035,7.2125287055969238,800,0.10600490654062014,0.010347843170166016,-0.59170961380004883,0.87881553173065186,2.064175319671631,8.6884660720825195,800,0.17125484221524856,0.034353971481323242,-0.68464885745197535,1.0646224394440651,2.3350796341896061,17.28459906578064
LM,JAC,O,4,locality,4000,3365,3449,108,24,3341,527,-0.020999999999999908,07a7e22b335fdb3a05f20556e1fa5ffa3d48c3bbfab8ec580bd0438a582a4d92,4000,-0.38443384093881466,-0.25938653945922852,-0.76010036468505859,0.073889374732971191,0.49131164550781242,5.45947265625,4000,0.090022559634344357,0.0013762190937995911,-0.23624241352081299,0.2730177640914917,0.93042960166931143,6.3824286460876465,4000,0.47445640057315902,0.26393783092498779,-0.11055073142051697,0.86518800258636475,1.8200762033462521,8.9927097856998444
LM,QCL,O,5,rewrite,500,488,495,7,0,488,5,-0.014000000000000012,b936f7714654c1836f77b3311ec85d082997f6b398fe5e8ecd8afbb1a5b797cc,500,0.11016391696310893,0.0012631216377485543,0.00016308605154335964,0.0058609474508557469,0.039656375721097009,8.8541560173034668,500,-1.1919766753986478,-0.99483585357666016,-1.9125814437866211,-0.28927552700042725,0.5367087364196782,4.1058588027954102,500,-1.3021405923617566,-1.036600659834221,-2.0609801753307693,-0.32364320219494402,0.53680344059830576,4.0947347751352936
LM,QCL,O,5,rephrase,1000,852,888,42,6,846,106,-0.036000000000000032,52af603c5efefa420f4f351a5f4ca2b2e8119a7c24c17bd1260fc771e73fdcc4,1000,0.3937104745176912,0.050124971196055412,-1.5640478522982448e-05,0.58290043473243713,1.5560664176940919,7.1486453413963318,1000,-0.7512747356416658,-0.55577892065048218,-1.421655535697937,0.040064334869384766,0.71599273681640629,5.9504003524780273,1000,-1.1449852101593569,-0.90890419483184814,-1.8934066854999401,-0.16252920031547546,0.63363156141713273,7.0763230323791504
LM,QCL,O,5,locality,5000,4241,4252,53,42,4199,706,-0.0022000000000000908,53cbb55fec95c094caef28c660e7d5fc04c5098922ab2ee10517681de5a416f1,5000,0.074447513456281741,0.043240547180175781,-0.24687314033508301,0.37069869041442871,0.82281980514526387,6.1419010162353516,5000,0.1069220689175243,0.055251151323318481,-0.10503661632537842,0.31455585360527039,0.71762282252311704,4.618491530418396,5000,0.03247455546124256,0.042552947998046875,-0.30087041854858398,0.37155032157897949,0.8290706883184612,6.4884501695632935
