W_sha256,active_count,actual_endpoint_energy,alias,arm,batch,final_V_ratio,materialization_discrepancy_normalized,max_normalized_model_error,max_over_min_active_scale,maximum_active_scale,minimum_active_scale,minimum_scale_case_ids,node0_KKT_stationarity,node0_response_Gram_diagonal_max,normalization_sweep_count,per_request_response_Gram_decomposition,qN_ref,requested
652788858f3e3f9a3e5b485b74e60245d63c643c0ca465a31318b6cfc964efaf,100,3231.629832920911,qwen2.5-7b-inst,O_NATIVE,8,,,,4.096851917746043,198.2581329345703,48.392799377441406,[838],,,0,NOT_RECORDED,,100
0ba2163dd0474eeae3bebe507a8897bd63347270f019670c170eef44e6c7d1ec,100,3051.2970492014506,qwen2.5-7b-inst,O_NATIVE,9,,,,5.592861327967378,272.2981262207031,48.686729431152344,[15791],,,0,NOT_RECORDED,,100
dc96112ac57d61633298386c7826a5b17fd5bbd7e477a064488d2861fdabcc6c,100,5470.860480603926,qwen2.5-7b-inst,O_NATIVE,10,,,,20.43343576233481,611.6324462890625,29.93292236328125,[13097],,,0,NOT_RECORDED,,100
9ba1de2380e53a9a881631f0f91ebdad6923edf12b3650d951f87609ebee4b66,100,148.48132156475367,llama3-8b-inst,JV_NATIVE,1,0.004851641793998623,5.216526529692448e-06,0.002143282835327435,1.5294587977355165,5.400712490081787,3.5311264991760254,[3557],2.220446049250313e-16,11.799074072314859,0,NOT_RECORDED,840.2151080599574,100
4afed5c0623ea7bf17befbad477f1996dbc2924a562afa31dc0488a234bc2db4,100,172.01231188070633,llama3-8b-inst,JV_NATIVE,2,0.004887844758432653,2.1452998260062986e-06,0.0020447040790855927,1.6024974190112473,5.67179012298584,3.539344310760498,[12179],4.440892098500626e-16,12.961597428961653,0,NOT_RECORDED,950.3106328584955,100
cb5d6a959cfe0b8e530c495fc2c1f56af64cd3ffef9000ebdea5e4a483a3e9ea,100,199.699812234352,llama3-8b-inst,JV_NATIVE,3,0.004980661584658014,2.0304019065759663e-06,0.002012635188136509,1.4502628797746326,5.804615020751953,4.002457141876221,[10481],4.440892098500626e-16,12.940097189022874,0,NOT_RECORDED,1060.4852141373892,100
72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,100,212.15616842038102,llama3-8b-inst,JV_NATIVE,4,0.00495869466553629,2.3881136494623596e-06,0.0019224842165575986,1.5732790086385644,5.838664531707764,3.711143732070923,[9513],3.3306690738754696e-16,13.180941826500517,0,NOT_RECORDED,1097.5862904082865,100
b4580ec60ed824cb7093d344c592e50b2008be8e1c39efea09e710dfe1355d00,100,230.98006194983225,llama3-8b-inst,JV_NATIVE,5,0.004939745715525356,2.4258668677101686e-06,0.0017940169409288087,1.5655659826716721,5.912121772766113,3.7763478755950928,[17558],4.440892098500626e-16,13.885161910002697,0,NOT_RECORDED,1183.797879429017,100
e2eff7a117312c3776ad015bd3cfa6ae27228bcbc08e894bb9bdb3820380843b,100,253.1856570993658,llama3-8b-inst,JV_NATIVE,6,0.004954375316863669,2.0495797544685836e-06,0.0017744546316565072,1.5284613230319641,6.178123474121094,4.042054176330566,[16069],4.440892098500626e-16,13.891584851374674,0,NOT_RECORDED,1273.8719768463122,100
649f8349e5e02246073198eb79a7fdbc950238a3d3ff855a95df18c4ed4fe1e9,100,255.96048881602889,llama3-8b-inst,JV_NATIVE,7,0.005675964418935209,2.451394852378259e-06,0.0016618871124359873,1.4652474916133957,5.841771602630615,3.9868838787078857,[12919],2.220446049250313e-16,14.574687838308346,0,NOT_RECORDED,1298.5012486105904,100
8389f08a39286091e9582eb064dc702d2d639f875ffb9072546d0e9bbf13c0c3,100,268.80129609001847,llama3-8b-inst,JV_NATIVE,8,0.004949834417995107,1.6925483976723737e-06,0.0016113853218477471,1.4203729064156776,6.054935932159424,4.262919902801514,[4651],0.0,15.397583686942943,0,NOT_RECORDED,1347.0843456155026,100
cae6f9222d55656c6d3ef863222d4ec1a943d5f55bfbf4841775f5cc124a290b,100,296.2512220310228,llama3-8b-inst,JV_NATIVE,9,0.005130430995977058,2.0715288203370453e-06,0.001570531109934386,1.4931615858865086,6.23712682723999,4.177127838134766,[19176],0.0,14.518328706991033,0,NOT_RECORDED,1476.089020539835,100
d069813f5e93a26f42331c6b9b9990c5c863c6a064b5cd47661f4ed6a8044d5a,100,2.7167007001113436e-09,llama3-8b-inst,JV_NATIVE,10,0.9999471885780729,0.014180362566960526,0.010604343568031947,173776.31037026303,6.2120041847229,3.574712900444865e-05,[4228],8.881784197001252e-16,4402280.675683666,0,NOT_RECORDED,1481.5842443864976,100
f99bf53d133ea23c774753760d9aba1a4305e323982b2e65fa9167558dd8ae83,100,6134.164470987169,qwen2.5-7b-inst,JV_NATIVE,1,0.004529143857156977,9.16045567442379e-07,0.00291950485935713,3.1157786473125224,189.70880126953125,60.88648223876953,[21482],4.440892098500626e-16,21.142130959923087,0,NOT_RECORDED,49895.00364736392,100
336071fceacd1b2352d81b4f5b8df2c8de0c1cfcca03282ec4cdaab62e206003,100,7721.851016045786,qwen2.5-7b-inst,JV_NATIVE,2,0.015161239926690833,1.501190033529e-06,0.0023458637165334286,6.585315023655138,197.11972045898438,29.933225631713867,[4774],4.440892098500626e-16,18.200737162253343,0,NOT_RECORDED,57202.71498067471,100
70e8f2f46513c6c429f0ecd307967f846c6d2562663f011aa448a55b2db232b6,100,11952.292942627779,qwen2.5-7b-inst,JV_NATIVE,3,0.021167180125855257,1.2349776426250193e-06,0.0013665382897094663,4.1279856504263615,193.38568115234375,46.847469329833984,[5487],8.881784197001252e-16,49.699791254992746,0,NOT_RECORDED,162129.60352598925,100
4edec00e29c8bc37bc75d5ba0b05b334ccc70b95f86958f198a060e39ad5ced0,100,5676.274937783033,qwen2.5-7b-inst,JV_NATIVE,4,0.0045213469320964615,1.3761656252158837e-06,0.0012140634433990883,3.7561049212858224,186.40953063964844,49.628414154052734,[19953],4.440892098500626e-16,26.638214909439768,0,NOT_RECORDED,45645.84844257084,100
400a5c535d67b782cbc21c72fb77f23cfcd1ec37d8594adbabf0e69daa529948,100,5324.719231270344,qwen2.5-7b-inst,JV_NATIVE,5,0.004515636658061838,1.5691398878750567e-06,0.0012285384575833986,3.946056422576878,184.15805053710938,46.66888427734375,[15166],4.440892098500626e-16,30.399060381360346,0,NOT_RECORDED,40585.57960084037,100
507bce560ecddf35d5e2cd8390c13f7ec60fac8dcafc782e1c540e19d7d1c6af,100,6104.828039867931,qwen2.5-7b-inst,JV_NATIVE,6,0.004482142710306667,1.6021630071942925e-06,0.0010087869728865578,3.835449386816721,185.5873565673828,48.38738250732422,[1656],4.440892098500626e-16,32.703881436728125,0,NOT_RECORDED,53203.02001007869,100
e2587ca64f47d9c0f020d20d9899b47189a92a5e1c3f36e8e02dd1d2de3235a6,100,9318.198978527967,qwen2.5-7b-inst,JV_NATIVE,7,0.016277573277916273,1.4939508110845758e-06,0.001486526477926323,3.4656595710430933,205.81149291992188,59.38595199584961,[4579],4.440892098500626e-16,20.704014402228424,0,NOT_RECORDED,94057.67896502491,100
193d6327f2f55b55983ad6097b0e9021413da7820d3d0527a4e2790635108593,100,8185.343472865539,qwen2.5-7b-inst,JV_NATIVE,8,0.01523388780225876,1.5975815605477796e-06,0.0008771700016723796,4.125206695283938,192.48426818847656,46.66051483154297,[1201],4.440892098500626e-16,34.47061027622071,0,NOT_RECORDED,52146.55428904557,100
6abd819ddfdc15ecd81924ad124b2e3c60b2ef35470debbee17b584a158917b3,100,6272.964336086407,qwen2.5-7b-inst,JV_NATIVE,9,0.004511516732123359,1.5905239796223737e-06,0.0007148159117620043,3.7819078283525336,187.3695526123047,49.54365921020508,[2562],4.440892098500626e-16,34.0364929066624,0,NOT_RECORDED,50798.90263057763,100
b45e9f504eb9864c6256448c9118be7da3f9a376c94350be0f642a0c9ecc3073,100,17152.65313249573,qwen2.5-7b-inst,JV_NATIVE,10,0.021031095200091464,1.923607253732453e-06,0.004847684874119089,7.286897485885524,351.4131774902344,48.22534942626953,[21886],2.220446049250313e-16,22.636736892537055,0,NOT_RECORDED,207564.28624320155,100
