model,arm,state_k,transition_to_k,remaining_steps,target_z_full6_nll,w_full6_nll,next_w_full6_nll,z_minus_w_full6_nll,full_residual_norm_mean,full_residual_norm_max,required_norm_mean,required_norm_max,rho_write,predicted_progress,actual_progress,realization_ratio,linearization_error,q,active_layer_count,equality_residual,selected_structural_p,cumulative_structural_p,selected_capacity,selected_energy,simplex_entropy,simplex_top1,write_norm_gain_mean,write_residual_ratio_mean,full_current_residual_sha256,required_displacement_sha256,field_sha256,physical_capture_sha256,next_physical_capture_sha256,full_current_residual_count,remaining_horizon_division_count,physical_h_application_count,second_h_application_count,semantic_debt_input_count,explicit_lag_readdition_count,residual_attenuation_by_barrier_count,heldout_stepwise_status
llama3-8b-inst,RS-P1R33-SOFT,1,2,7,5.230164647102356,8.164769268035888,7.654616832733154,-2.9346046209335324,1.3089816378311292,1.4593730875167408,0.18699737683853493,0.20848186952220824,0.7079115596679362,0.7079115596679361,0.510152435302734,0.7206443069545485,-0.19775912436520204,4.404542803764343,5,1.1102230246251565e-16,1.3052663819678564e-05,1.3052663819678564e-05,0.0017450922292747964,0.0034888544179223525,1.603840588799326,0.22953807624324887,0.1819783899280027,0.9257738772226303,51d36ad16ece16a49c9ff145e53baa57177822f4a9dbd5aa62a894fdb47abed7,c37ac2d9153801d80bfa27d086966cb5726f8d8e65a3f50b41aaf3aa3783ab1b,129e308efb89cce0dda297811a1da9c694d837e63392a1a082e17369dc8696f1,0435cd95be36639f44b4a1c77c0cdbe10a4313560aa1fdd414fef9023e86dfb0,7aa174384c6b5aa1043326e759c83fb14521937ef377eb6b21d5870e78200672,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
llama3-8b-inst,RS-P1R33-SOFT,2,3,6,2.8673585146665572,7.654616832733154,7.078361177444458,-4.787258318066597,1.6407466021261838,1.8549803147763568,0.2734577670306337,0.3091633861848081,0.5934699568140125,0.5934699568140125,0.5762556552886959,0.9709938113485965,-0.017214301525316555,5.39939820766449,5,0.0,3.0091375149419796e-05,3.0091375149419796e-05,0.001722189730614904,0.0034405610889273906,1.6038189271200096,0.23027406162517186,0.2152618512453452,0.939987235392546,9755cebc0476a270c17a247508a3ec5a5c421ad4e10b0c25ced9f84090383c1a,66981cee22f46a6c162e73ffc54930faaadb5ffd0fc466dfe482315ec6598d00,fe4d13606127a59ea4e617dc7946fd5cf00322d0c872f3002b007423527a07f0,7aa174384c6b5aa1043326e759c83fb14521937ef377eb6b21d5870e78200672,29127af0e5be90238f302ddeb48863776e4e7197e3d5680f7a3b8da11c2eaebc,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
llama3-8b-inst,RS-P1R33-SOFT,3,4,5,1.211357480986044,7.078361177444458,6.558449864387512,-5.867003696458415,1.8722801965137879,2.141717324260755,0.3744560393060668,0.42834346510203736,0.471939083796334,0.4719390837963341,0.5199113130569462,1.1016491977600504,0.047972229260612065,6.629759907722473,5,1.1102230246251565e-16,5.0079170264543654e-05,5.0079170264543654e-05,0.0013355515784556791,0.002666226958916721,1.6037411405896025,0.22889862824436627,59954433140876.016,59954433140876.695,7e2ae997362a97f58a7f6486ae3f5bf5aa4e8a6b934c2f982dfdf4ec1d5297ec,90bce33bab725ee3b1b4dc12aa2d1479c923c55416f9391a49aa161ee23335dd,13583ea1ec6c4805a9b20e1333e42da5e461b0910fbf974f9cc6aabee5a13cb6,29127af0e5be90238f302ddeb48863776e4e7197e3d5680f7a3b8da11c2eaebc,a1a5af5e06e119c2020daf21bdc39d6766f84a52bd105f5dbb150e24741218c0,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
llama3-8b-inst,RS-P1R33-SOFT,4,5,4,0.5441114868503064,6.558449864387512,6.318773198127746,-6.0143383775372055,1.9771961604994586,2.407823115020911,0.49429904002326025,0.601955777981463,0.21903487694006268,0.2190348769400627,0.2396766662597658,1.0942397375567607,0.02064178931970309,9.300192713737488,5,2.7755575615628914e-17,6.035244170972142e-05,6.035244170972142e-05,0.00025534785370260276,0.0005094820454987596,1.6046343025358185,0.22356569807368695,105280242014003.9,105280242014004.5,60e361eb162047b6376a01894a97b1c128afc97e310920133388e9da8a1054ea,cedfb74d015b9eb73b2e0df35fe79c8e52b210eaec2d3affb1bd8fb31eabfe25,0eefdc5594072f77452d355be483ab7d76c3b20d187090e78bc11e7d265ef5a8,a1a5af5e06e119c2020daf21bdc39d6766f84a52bd105f5dbb150e24741218c0,4c19b887350e352e4721597d1aaf9aa9894411f48f61b2baef4483c3e89ce11d,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
llama3-8b-inst,RS-P1R33-SOFT,5,6,3,0.3734408790711313,6.318773198127746,5.985683083534241,-5.945332319056615,2.04123858353523,2.4816690285313,0.6804128610219695,0.8272230092440338,0.2823757710458777,0.28237577104587774,0.3330901145935057,1.1795987784596746,0.05071434354762794,12.237415075302124,5,5.551115123125783e-17,7.538837807623131e-05,7.538837807623131e-05,0.0004651942496834713,0.0009280771643482847,1.6043038845360162,0.2264204413911121,210725680139909.84,210725680139910.28,4e13af487bea1f47628b4592225df03dfbbc057faa3e2abc8fe7f04dc9520110,97373313ccb6dea102179281c370574f3cd6f05e562497d372439301839d1df6,cebd8ac138bdb80d252c966fba344516bbbe9cc434cf9436bf045fa2c66d75c0,4c19b887350e352e4721597d1aaf9aa9894411f48f61b2baef4483c3e89ce11d,e0d4941d0c56fdfc608a9cd3b9f547154cc54199d1f8ac033e3222e9b1c64164,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
llama3-8b-inst,RS-P1R33-SOFT,6,7,2,0.19061870351433755,5.985683083534241,5.713092935085297,-5.7950643800199035,2.041745549296379,2.6632087488285836,1.020872774505199,1.3316043735969612,0.230735827923493,0.23073582792349304,0.2725901484489439,1.181394978408587,0.04185432052545088,18.65824270248413,5,2.7755575615628914e-17,8.865351342530082e-05,8.865351342530082e-05,0.00030296347216079647,0.0006043054423762296,1.6044034548001789,0.22444857832822201,224640906668261.34,224640906668261.7,cfecec194cc20afb58850190841952701ba0542edbb17389d40d4b9083f6beb7,8086da161fb232bbf16e98d858bc5e5488d92818dae27059a66b8c21edbc1eb0,a90fd89670c4c390242a5838d5c2fd5faa71770584f3e4d332e870cf9d533fba,e0d4941d0c56fdfc608a9cd3b9f547154cc54199d1f8ac033e3222e9b1c64164,a60cbca4b94209caf88b7c30192f3ad82700d05a344c6e2737f91580c4ef2eeb,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
llama3-8b-inst,RS-P1R33-SOFT,7,8,1,0.14481341300997883,5.713092935085297,4.148334169387818,-5.568279522075318,2.022228056108649,2.699201078495859,2.02222805591464,2.699201076882525,1.2080974371779518,1.2080974371779516,1.564758765697479,1.2952256312631314,0.3566613285195275,38.10945653915405,5,2.220446049250313e-16,0.00018025698281726353,0.00018025698281726353,0.007873688140703224,0.015703202402023324,1.6034400477648552,0.22719638864358524,854817030050478.2,854817030050478.4,7ed2c839ebd788371bf10af02514f20a4846d4d617d6e52dd3570205fdc9e582,4688839f8828fdfd0efe8acb18bf525ec6093e654db5b07092752bb9ec3d907c,1358d138f68cfd9774685e2d5852759d7abefa398711ea1f74245d3992e2b0d8,a60cbca4b94209caf88b7c30192f3ad82700d05a344c6e2737f91580c4ef2eeb,47d10f0d3083176ad28a870365a87bd4eec99fc2b58ca2e8e50804e6aca510dc,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
llama3-8b-inst,RS-P1R33-SOFT,8,,,0.0511992733925581,4.148334169387818,,-4.09713489599526,,,,,,,,,,,,,,0.00018025698281726353,,,,,,,,,,,,,,,,,,,TERMINAL_ONLY_AFTER_ACTION_FREEZE
qwen2.5-7b-inst,RS-P1R33-NEUTRAL,0,1,8,9.309227561950683,9.309227561950683,8.677621269226075,0.0,8.6647720720101,8.664772124234997,1.0830965090012625,1.0830965155293746,1.3464043978739533,1.3464043978739533,0.6316062927246087,0.4691059340874708,-0.7147981051493446,5.320337235927582,5,0.0,0.00015683512181653646,0.00015683512181653646,0.008700050096002662,0.017400100191685107,1.5922122430062573,0.248620265143866,0.13458598053686982,0.9438286889874002,e7829ac0faf6e98c95d06e4ea8d593d3acd3f86c5c92c91967c0063dbcd7560f,6ed38d07d28f84648d8b3d1d899bc236ec84b3fff6e193a6af36a509aef9fe6d,c4bf337a2605af2f1b1d7c34ea6dabd2fd7ed38c83196451d98fb1918cba5846,1e99d343160d7275418da9632f831bbc5079689d60b7f9f90a964d5df8f4ec7c,31e4ebac6efe8257c01271bb8e62dec57a1970f4c7e339d48c6c51b7707591cb,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
qwen2.5-7b-inst,RS-P1R33-NEUTRAL,1,2,7,5.920124220848083,8.677621269226075,8.01138801574707,-2.7574970483779913,13.298752946629818,14.706288897261498,1.8998218497002781,2.100898412205269,0.8497354891035626,0.8497354891035624,0.666233253479005,0.7840478149042248,-0.18350223562455747,6.00553160905838,5,1.1102230246251565e-16,0.0005440073431400567,0.0005440073431400567,0.008416205430476833,0.0167635105921297,1.5920705552574481,0.24970708225400665,0.1683510833201285,0.9413069569712631,ecdc8bb38c4cd19e6dc01d97c9254b631d88a6ddd7b03e1c7c0865b3b61067db,b259cba648fdced7741425be9d01aead68cafbf935f6fb0cfefc74b0bb2fb9ff,56e8f529b6e3f6ed769fe309b008eda3da3360879293f1cb2df6473ac20d1205,31e4ebac6efe8257c01271bb8e62dec57a1970f4c7e339d48c6c51b7707591cb,352a87b12e83d6ceeae6166c9b44e8d15d00a90f0c5b7c705c250c5e5cd667da,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
qwen2.5-7b-inst,RS-P1R33-NEUTRAL,2,3,6,2.9809815883636475,8.01138801574707,6.915957808494568,-5.030406427383422,16.18816499512852,17.954510695462897,2.6980275001404843,2.9924184512580934,1.0401246879050872,1.0401246879050872,1.0954302072525017,1.0531720090768657,0.05530551934741457,6.020594537258148,5,0.0,0.0017414997919511645,0.0017414997919511645,0.024912552126560683,0.04942827513383702,1.585763245158292,0.2580265692652666,0.29307097579338043,0.9333578874280968,4be2af257dc865080428ad9a79fd96e7ddfaf78b5dfe8bb7aae8aaeb4f6673dd,80a8369606fbe6f0584cf2880bd9351d049dc259e2121ebf5eedc4434838d7c7,514c02343b1b32741158c695ce7b29d9cae4551e01655ec9318dda4d46228ddc,352a87b12e83d6ceeae6166c9b44e8d15d00a90f0c5b7c705c250c5e5cd667da,964cefb8e8ad4388b59fc46a99ac6582f20c0c80097a8df042dd95078a17c458,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
qwen2.5-7b-inst,RS-P1R33-NEUTRAL,3,4,5,1.2529921238776296,6.915957808494568,5.969026958942413,-5.662965684616938,17.76741066991299,19.319740449220156,3.553482133037994,3.863948083909934,0.8196872728015225,0.8196872728015225,0.9469308495521549,1.1552342960194866,0.12724357675063236,7.325012683868408,5,0.0,0.003273214234396382,0.003273214234396382,0.018140639816580952,0.035581242254871706,1.582696638670883,0.2593238428256312,769080269039318.0,769080269039318.6,65160caad793c0a236e485d9a17f59a80a754c5ff4c42c417224db1793d3bb4b,97edca71ae5030744103dd49741de5947c968edb37e8d37d65cedc4e1f092879,ed7da5b0b7641de429ee05ddacb23642de27f706a5c26efcb87bc93737d5c0c4,964cefb8e8ad4388b59fc46a99ac6582f20c0c80097a8df042dd95078a17c458,c8c2e61bce5e32c6b3336f5e91d74ea2866e61411d14d05b94701e8bc5f59180,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
qwen2.5-7b-inst,RS-P1R33-NEUTRAL,4,5,4,0.49224167480133474,5.969026958942413,4.973854553699494,-5.476785284141078,18.50537750111449,20.853495692585387,4.626344377127263,5.213373925387815,0.8408392112265388,0.8408392112265388,0.9951724052429194,1.183546618609841,0.15433319401638057,9.474952578544617,5,0.0,0.005368996702246464,0.005368996702246464,0.020020882778060925,0.03894271169482989,1.5807156308106354,0.26241911923760325,1831970898103447.2,1831970898103447.8,ec8247dc933121c7117aa341411bc1e1dd01f11c48b32a3f83eaf9e006e1bb04,03b612bf9685691b2392b235dcaee8861516f098e268cdd5e3a5fbbe2a26fc5b,27704cbefd6e292f4bee633253689e07c0af73d1f2559bad7a193e6b0a9041c6,c8c2e61bce5e32c6b3336f5e91d74ea2866e61411d14d05b94701e8bc5f59180,e1ab3f20aca24b4a7a0756ee63c8312f53e7f519a1ad6f792cc6e207b113d3be,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
qwen2.5-7b-inst,RS-P1R33-NEUTRAL,5,6,3,0.5134588552464265,4.973854553699494,2.9362587690353394,-4.460395698453067,18.609835723694093,21.768180364232006,6.203278573595124,7.256060125798717,1.7332102376387093,1.733210237638709,2.037595784664154,1.175619518287036,0.30438554702544507,13.860027432441711,5,2.220446049250313e-16,0.010895795727599432,0.010895795727599432,0.07120540197687789,0.13728634002827403,1.5777077088933664,0.26953676196060083,6163594241607008.0,6163594241607008.0,ee2b039fc0853f4f578156e248d4b353694e46cb69a438128ffda086c5cdea3a,f6a7b72faf5980395a60d35270c46bf8c56739a8c38e5472f0b8f39fd7a4e9f2,f210cc5f7e5041a49c7429c0eb8b1f9a25bdfc38ba344e3d0b0fef4454be2cf4,e1ab3f20aca24b4a7a0756ee63c8312f53e7f519a1ad6f792cc6e207b113d3be,0cf1b8b8182cfb3a3d6081642d1362edb942e52b5ec6f80d740669103151ae07,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
qwen2.5-7b-inst,RS-P1R33-NEUTRAL,6,7,2,0.12816658723168076,2.9362587690353394,2.048043727874756,-2.8080921818036586,17.55560852255396,20.51294310995782,8.777804261399535,10.256471555494784,0.8874945658027427,0.8874945658027426,0.8882150411605836,1.0008118081897082,0.0007204753578410328,18.781365633010864,5,1.1102230246251565e-16,0.014616846817249611,0.014616846817249611,0.020889722976553705,0.039045664168967945,1.5678250424162168,0.2834456474426192,4636112556045007.0,4636112556045007.0,d457eccf8e651ba22ed4f731b208d9111328402b2a73e123c5ad36d3fc2ba335,d45dfb3c976891d8c58563dad7d0933fb3ead5741c41891e334cc36ad4cc0eac,a7ff188ecc8fe3d0d5169798700becc416917e62bbb7d1ca4bc41315c42ec0ee,0cf1b8b8182cfb3a3d6081642d1362edb942e52b5ec6f80d740669103151ae07,c44fe289104561fa7c257b7490cbecbd01d92acc5202c80ca3a3f0484f8e5d78,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
qwen2.5-7b-inst,RS-P1R33-NEUTRAL,7,8,1,0.5567000503302552,2.048043727874756,0.884422642737627,-1.4913436775445006,16.84209139801492,20.860613478826046,16.842091398914143,20.86061348099049,1.4476169712457254,1.4476169712457254,1.163621085137129,0.8038183499154393,-0.2839958861085965,29.619246006011963,5,0.0,0.02380258656451549,0.02380258656451549,0.0827961072395575,0.1534210009095529,1.5584913990394722,0.29103113927330326,9633680794818534.0,9633680794818534.0,50c7e48e726f6b986752e39c9180d416433c4cc58ce0cc236900a842e11463c8,de8b62eeef258f50c8e5b1eb47775f511428da1f3041565fd1904b17fb0ebcd2,bcc13ec491c6a9f2f935d0f699fed589265ea5e441d830649beef43b74517a31,c44fe289104561fa7c257b7490cbecbd01d92acc5202c80ca3a3f0484f8e5d78,2600177790dc66cb4fe8dd31983c4f364db4803d84fad11855cce88608b2bab3,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
qwen2.5-7b-inst,RS-P1R33-NEUTRAL,8,,,0.04241362742031925,0.884422642737627,,-0.8420090153173078,,,,,,,,,,,,,,0.02380258656451549,,,,,,,,,,,,,,,,,,,TERMINAL_ONLY_AFTER_ACTION_FREEZE
qwen2.5-7b-inst,RS-P1R33-SOFT,0,1,8,9.309227561950683,9.309227561950683,8.687962055206299,0.0,8.6647720720101,8.664772124234997,1.0830965090012625,1.0830965155293746,1.3464043978739533,1.3464043978739533,0.6212655067443844,0.46142563684798965,-0.7251388911295689,5.320337235927582,5,0.0,0.00013491639814615188,0.00013491639814615188,0.006542931041640719,0.0130858620829458,1.4815130483794674,0.3226402389091776,0.11882845553220399,0.9445537527413933,e7829ac0faf6e98c95d06e4ea8d593d3acd3f86c5c92c91967c0063dbcd7560f,6ed38d07d28f84648d8b3d1d899bc236ec84b3fff6e193a6af36a509aef9fe6d,30c35725b4db288b6ce099bf83d28a1a82088b02dcfad61c415d77af7c38850c,0f7aa58e5d7d33e49efe2e070f96f7764a2ce78e9656d1b1230fe1341435efce,3d52d261ce23df2c4f23dbc8dfff9584ae2fded20b71fbfdddfd64265e5a80fa,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
qwen2.5-7b-inst,RS-P1R33-SOFT,1,2,7,5.916989696025849,8.687962055206299,8.005125141143798,-2.7709723591804503,13.303837550970654,14.729589581038809,1.9005482219771568,2.104227083918806,0.8520310931210683,0.8520310931210683,0.6828369140625004,0.8014225297346891,-0.16919417905856793,6.1147425174713135,5,0.0,0.0004643660672100688,0.0004643660672100688,0.006247236847684147,0.012458216642391612,1.4958025204661782,0.30099682834201463,0.15672803911831437,0.9406502956278604,a21793fe25915df1361d0475030bd15b2688e1be055fcd1d580dafc8ae17223a,e64b60addf44b05c9bfc4908037766437bd675c2410b2288f5eb5c853ae9cb72,ce3cf3c44792dcaa6b3fe6992d6b96270bba402e771bd7f8a8f993c743b24230,3d52d261ce23df2c4f23dbc8dfff9584ae2fded20b71fbfdddfd64265e5a80fa,0407659cb68b22ade6a28d516330710ea0ae8a73a1c659c93473a26bebb6c7c8,1,1,1,0,0,0,0,NOT_RECORDED_BY_CONTRACT
