cell,outer_K,microstep_in_outer,global_field_evaluation,target_time_before,target_time_after,target_dt,entry_target_new_nll,selected_endpoint_target_new_nll,endpoint_minus_entry_nll,primary_count,rescue_count,current_count,clamp_hit_numerator,clamp_denominator,clamp_fraction,pre_clamp_energy,post_clamp_energy,clamp_removed_energy,accepted_energy,unused_energy,target_displacement_norm,z_minus_y_norm,semantic_gradient_norm_mean,semantic_gradient_norm_median,semantic_gradient_norm_p90,preservation_gradient_norm_mean,movement_norm_mean,movement_norm_p90,early_break_count,writer_authority_count,history_append_count
Z1-REFINE,2,1,3,0.125,0.1875,0.0625,7.075522023439407,4.720570638179779,-2.3549513852596284,100,0,0,0,100,0.0,7207.860585648198,7207.860587212104,1.8118839761882555e-13,7207.860587212104,-1.5639076744733416e-06,5.306195003841944,0.3285932940353896,5.233809513823994,4.863488259096117,8.706248666062663,0.0796453489865032,0.4934806230684811,0.7734627266645007,0,0,0
Z1-REFINE,2,2,4,0.1875,0.25,0.0625,4.720570638179779,2.18644693672657,-2.5341237014532085,100,0,0,0,100,0.0,14921.542046007733,14921.542030573852,2.5712765250318625e-13,14921.542030573852,1.5433879923865135e-05,7.634610242633842,5.356588941527114,5.84243804192907,5.387603263017834,8.62888557023932,0.11057068311581991,0.6846140481762549,1.132558799049351,0,0,0
Z1-REFINE,3,1,5,0.25,0.3125,0.0625,2.352290888428688,1.081300714313984,-1.270990174114704,100,0,0,0,100,0.0,9246.243353253343,9246.243334726843,-4.5230486023228877e-13,9246.243334726843,1.8526497948756493e-05,6.009836772016092,0.5974437723406273,4.291821625423492,3.628506620347228,6.905771631728923,0.21183350796024347,0.49775351397449,0.873117690950575,0,0,0
Z1-REFINE,3,2,6,0.3125,0.375,0.0625,1.081300714313984,0.4772477458789945,-0.6040529684349893,99,1,0,2,100,0.02,10636.898120564712,10002.657292389813,634.2408320505418,9995.466702947677,641.4314176170369,6.2485831840817365,6.0597548985205565,3.119141117737695,2.287468497421157,5.320011216545436,0.25041529754966385,0.44476083241479863,0.8480345977556784,0,0,0
Z1-REFINE,4,1,7,0.375,0.4375,0.0625,0.5788515808433294,0.23241550680249928,-0.34643607404083016,100,0,0,2,100,0.02,5638.197686487459,5043.440248073123,594.7574352567577,5043.440248073123,594.7574384143354,4.438573922898346,0.4789205975621874,2.065280160644523,1.398696034095753,4.360942004622391,0.2389177622894112,0.2844272067672799,0.5786685338574374,0,0,0
Z1-REFINE,4,2,8,0.4375,0.5,0.0625,0.23241550680249928,0.10105965664610267,-0.13135585015639661,97,3,0,2,100,0.02,3143.137587088899,2734.617598416888,408.5199890095194,1557.4904409089759,1585.6471461799233,2.4665658383263973,4.446193370589391,1.120038565703723,0.7639712985614706,1.9170329539620508,0.3140471598376168,0.19503502118554636,0.3838406943314356,0,0,0
Z1-REFINE,5,1,9,0.5,0.5625,0.0625,0.13320851586759092,0.05402129476424307,-0.07918722110334785,99,1,0,2,100,0.02,2388.8527858166353,2380.673128173958,8.179659866191127,2288.6150182565743,100.2377675600617,2.989966958857977,0.28727385835763897,0.7693908787648293,0.5551445656780494,1.1960535827436338,0.17623026270830772,0.21575749136285713,0.36962692555081084,0,0,0
Z1-REFINE,5,2,10,0.5625,0.625,0.0625,0.05402129476424307,0.0289444447029382,-0.02507685006130487,98,2,0,2,100,0.02,986.8640615224522,906.6942435448743,80.16981622258203,497.55542292595254,489.30863859649963,1.3941218995496332,3.0076986152084557,0.389203329580302,0.25297805188373446,0.39121280377141443,0.19027915612392757,0.10882413576990511,0.18173536433791465,0,0,0
Z1-REFINE,6,1,11,0.625,0.6875,0.0625,0.03532881752587855,0.028961028894409536,-0.006367788631469012,100,0,0,1,100,0.01,29.839784337479138,29.839770281408,1.3860674934626505e-05,29.839770281408,1.4056071140747944e-05,0.34141119293563943,0.1896469378646881,0.26082554143607983,0.2093995978085653,0.3643635918279466,0.12755040256852704,0.027450673891484364,0.04557912330872725,0,0,0
Z1-REFINE,6,2,12,0.6875,0.75,0.0625,0.028961028894409536,0.02506420132704079,-0.0038968275673687443,100,0,0,1,100,0.01,17.542623975263314,17.542621241719715,2.3455796580307275e-06,17.542621241719715,2.7335435972691835e-06,0.2617744529656436,0.4001272574443212,0.2061180704570959,0.18590940131733252,0.29102772704019186,0.12041554089727255,0.02186785745634518,0.03598106788666409,0,0,0
Z1-REFINE,7,1,13,0.75,0.8125,0.0625,0.02708388227969408,0.023280682396143674,-0.0038031998835504066,100,0,0,1,100,0.01,15.732494044675569,15.732492312259566,1.2641209956761046e-06,15.732492312259566,1.732416003524112e-06,0.2479012869969801,0.029428712507738968,0.19930110811542134,0.17378521004673514,0.2804742687246813,0.1121404330691909,0.020944478071598046,0.03403945495736162,0,0,0
Z1-REFINE,7,2,14,0.8125,0.875,0.0625,0.023280682396143674,0.020612958045676352,-0.0026677243504673216,100,0,0,0,100,0.0,11.516014175291748,11.516013676336303,2.435551760271437e-15,11.516013676336303,4.98955442379545e-07,0.21209532862179153,0.2526725858860987,0.17135321181704255,0.15935501586373604,0.227409631448206,0.1075018419620779,0.018391141449345352,0.030261034338680944,0,0,0
Z1-REFINE,8,1,15,0.875,0.9375,0.0625,0.02196653751656413,0.019370222371071576,-0.002596315145492554,100,0,0,0,100,0.0,10.55931534894577,10.559315042905684,7.389922007661198e-16,10.559315042905684,3.060400878777264e-07,0.20309437310360806,0.02269073424866032,0.16619883393490212,0.1498887193209999,0.2151518167513258,0.10323223243585938,0.017533801619801517,0.028954724991309844,0,0,0
Z1-REFINE,8,2,16,0.9375,1.0,0.0625,0.019370222371071576,0.01742964002303779,-0.0019405823480337855,100,0,0,0,100,0.0,8.216898896125269,8.21689884461945,-6.505213034913027e-16,8.21689884461945,5.1505819036873346e-08,0.17915708501701225,0.20645869791763466,0.1464967355038355,0.13667365750021696,0.18883785075174198,0.10008297803926196,0.015760636798433113,0.02575510408553635,0,0,0
