arm,batch,cohort_batch,metric,prompt_denominator,request_denominator,numerator,rate,ties,request_all_success_numerator,order_sha256,bit_order_sha256,new_strict_numerator,new_strict_rate,new_request_all_strict_numerator,new_request_all_strict_rate,new_token_correct,new_token_denominator,new_token_accuracy,true_strict_numerator,true_strict_rate,true_request_all_strict_numerator,true_request_all_strict_rate,true_token_correct,true_token_denominator,true_token_accuracy
S875,60,26,NS,1000,100,698,0.698,0,26,0d92ebc50127fde2a34ad182cbf9a24120ce5155a27572b04e301ab0e677dd6b,28a11ed646d375c8ef4466d548d1a62df8f27ada36e3b5417c4576ea6cc8ad0b,35,0.035,0,0.0,65,1030,0.06310679611650485,79,0.079,0,0.0,79,1000,0.079
S875,60,27,NS,1000,100,734,0.734,0,23,7a8d02a8e40bb43c2c97f8ddbfd13faa99797cf397de8e5d28d6def635f0ad51,ff2911335ceb705ba10901a9eb85085162cc6d7281711e2e6e754bb1ec823acb,28,0.028,0,0.0,38,1010,0.03762376237623762,135,0.135,0,0.0,135,1000,0.135
S875,60,28,NS,1000,100,668,0.668,0,21,4104718ec6f0f59d628c0c11724dadf222ee12e9edfba3949d1f50e23d6a4adb,c51ec90b60dcdad90469192542a784f3ab6c4325f51d8c39f62d0b30126ca56a,52,0.052,0,0.0,82,1030,0.07961165048543689,132,0.132,0,0.0,132,1000,0.132
S875,60,29,NS,1000,100,652,0.652,0,17,6f5e1a023484e24827b656aec650bb2ebd3be81f3145a34fe957245ca7178a51,19ca449822817e9eedffb64a6088f4d7f35e372dc31f5652a266353e9292538c,47,0.047,0,0.0,57,1010,0.05643564356435644,70,0.07,0,0.0,85,1020,0.08333333333333333
S875,60,30,NS,1000,100,660,0.66,0,22,033a23c28993c26e61decefbe92585d54280eeedb4735bb5971b31426067a28b,e19682a3638add08ad57580871c1420099b0c73d9d36af996237f0f85f102b15,50,0.05,0,0.0,60,1010,0.0594059405940594,78,0.078,0,0.0,97,1020,0.09509803921568627
S875,60,31,NS,1000,100,694,0.694,0,22,33ed850bcfefc0edcc2140d9828ed12c40d079ed4d16c821e1747157a2b5f2c3,a17cab2092fe5b88009c53a8adcd2fb1934c836dfb6d535308d0127c0be554ec,43,0.043,0,0.0,43,1010,0.04257425742574258,123,0.123,0,0.0,123,1000,0.123
S875,60,32,NS,1000,100,724,0.724,0,25,10c92ad2b3cd486b7a9ce4f838940860aa8f524df3bcc999060946cb6a50158d,684133812dd02fa3487b52c65519a6de1ef7c0b854368f990a3fed48482ae71d,36,0.036,0,0.0,46,1010,0.04554455445544554,107,0.107,0,0.0,107,1000,0.107
S875,60,33,NS,1000,100,645,0.645,0,23,a6ffe4784a099184cbda697a3ab4ee4fecd4a48c779414fe78f9a243f4f2d598,b4f6f2934088457bc1d251070e072caca437f08b763a5bec0fb901feaa22be8f,53,0.053,0,0.0,70,1020,0.06862745098039216,68,0.068,0,0.0,77,1010,0.07623762376237624
S875,60,34,NS,1000,100,706,0.706,0,28,86add3ad94cd5e85fe272fc5c2fa660ba6d1e97576f56f1824ae18d91c7c96a8,46fe6c8257afc666344d1b596f02f4203d91b48e8667f53ac743538bf2dabe0e,46,0.046,0,0.0,56,1020,0.054901960784313725,135,0.135,0,0.0,145,1010,0.14356435643564355
S875,60,35,NS,1000,100,696,0.696,0,23,8b0750c5ab69b9340c6ea51c17a4ba67e96f2aee4549a7a367a415a30bb1a235,1db63bf0a6fd5332d5ade77b803593a7c6e231d3e4f6ddc61ec84768e6ca4016,42,0.042,0,0.0,62,1020,0.060784313725490195,90,0.09,0,0.0,99,1010,0.09801980198019802
S875,60,36,NS,1000,100,675,0.675,0,26,901eb619648cc9de2b19ef2e8dc83b78f4365d4cfe3ccc59dd7cc79cd7d72d6c,27868ac6925759e1c41869a008da462136af01608c0e2af633c0b592934fcaa7,24,0.024,0,0.0,42,1020,0.041176470588235294,77,0.077,0,0.0,87,1010,0.08613861386138613
S875,60,37,NS,1000,100,716,0.716,0,25,1fd31e3d8270b49ae0810fd3cbc94c22b403edbbf6244b4ce3e5a6f3e5dfb6bc,78cf676436822aa81a1be19a1a2caeffd89a48ad32cb95d4225fd51a3da4f56c,46,0.046,0,0.0,66,1020,0.06470588235294118,111,0.111,0,0.0,120,1010,0.1188118811881188
S875,60,38,NS,1000,100,732,0.732,0,31,ead0fffcab8547dc241c192bcc06507c75cf67a0ac32992654394abcb50284ac,3a2ca81b9098a127c566e6b9a7f79cf5ef9c2b183b33b1bd394b6e8b974624ef,58,0.058,0,0.0,58,1000,0.058,108,0.108,0,0.0,108,1000,0.108
S875,60,39,NS,1000,100,738,0.738,0,32,eee33d1de9768a71eea834ec3df721a7fe419f062a7c89e85b835ba0038cef06,814d50dd2897f9c4f5b423f2d672beab27ad549a549cda980d7166ddfe5fb3ad,50,0.05,0,0.0,60,1010,0.0594059405940594,110,0.11,0,0.0,128,1020,0.12549019607843137
S875,60,40,NS,1000,100,618,0.618,0,24,421bb748a2f19be9ea015a18d69022a3d3f3ed8e0d713f10925fd09bc931b6b4,394150a8e2b123377f66a4859263673a7c7b8c65edc356558fb872bb09159356,31,0.031,0,0.0,31,1000,0.031,83,0.083,0,0.0,93,1010,0.09207920792079208
S875,60,41,NS,1000,100,694,0.694,0,21,f2a01dafcc7a47a6cb34f089c816041ca93f46a7a30df39b34fcbeafa506f86d,f0c08d4fdc31a7f2a72fec060d0a3643823bcf357ef5e41a2716217c47e2dd96,35,0.035,0,0.0,55,1020,0.05392156862745098,118,0.118,0,0.0,118,1000,0.118
S875,60,42,NS,1000,100,683,0.683,0,26,d2913cf94bc95d7722b14647d30885a750d2da8810e5da6e0182d151be35c313,d8ca89b8dc4c9dc3631e52e65012e14a329084abd0389f06364aa4fdef282393,39,0.039,0,0.0,49,1010,0.048514851485148516,90,0.09,0,0.0,100,1010,0.09900990099009901
S875,60,43,NS,1000,100,721,0.721,0,27,2c8f5bc1560a64ed01de7646de20bdd7d5bbacebe84a8b246dc85fa4e2e0b5f5,df6a563accdd395a4a9e40b7338c8ddb846422e028631d52b124ae086484373c,38,0.038,0,0.0,56,1020,0.054901960784313725,101,0.101,0,0.0,101,1000,0.101
S875,60,44,NS,1000,100,724,0.724,0,34,7c2679edb3939804f140f8a2fbb6f6dc405dbe05e89b5e8dd1cab83895fae5e6,c19d587270e5c870289a472ba6b799663a5378d3362eb01d0b192c6acbc0394e,43,0.043,0,0.0,63,1020,0.061764705882352944,122,0.122,0,0.0,140,1020,0.13725490196078433
S875,60,45,NS,1000,100,654,0.654,0,20,13388c0dee47f82f4614afbe8f42025fd15dbe7f5486dbc350ca722bfbeb9d13,69c2562256838644ec91bbf7e523000adbc5e8f2ff8fc4bda0ea1e62d0fc50fc,58,0.058,0,0.0,68,1010,0.06732673267326733,96,0.096,0,0.0,106,1010,0.10495049504950495
S875,60,46,NS,1000,100,708,0.708,0,24,cfa6fa1b88c0bd44e98220b4dab7e9c72b7387491ac3cb681378f09397e1495a,d8720b1c37c7ee537d9f5c3c062a23c5d8e92dbadb5f09d5ceb94423985b2247,47,0.047,0,0.0,57,1010,0.05643564356435644,101,0.101,0,0.0,111,1010,0.1099009900990099
S875,60,47,NS,1000,100,716,0.716,0,29,3034d424f1f6ed5155503a5ce28ccd725de6789ff273203305d7ce4b5e477316,75e9dddc588c3f2cddbd6c80e04a0b8b4e8a3d091aff9d6f1559c10a4e469ecb,41,0.041,0,0.0,51,1010,0.0504950495049505,126,0.126,0,0.0,146,1020,0.14313725490196078
S875,60,48,NS,1000,100,722,0.722,0,29,06ca39eb9e02f328b95c68048566b4e4a2c67ed924649c2797e767cb715b6408,080c80cd9ca8c98322e340cfd72544f453dbc8eea051b103d4664647df23bc91,55,0.055,0,0.0,75,1020,0.07352941176470588,97,0.097,0,0.0,107,1010,0.10594059405940594
S875,60,49,NS,1000,100,712,0.712,0,25,6a49fdae968a006850513fdbd5335b370bdad3890f234be6817ff5a452e71d66,998fa55fa93e5d6e27783f9a6d645047e839ce95fbbbf2551bfa487cf77b4a62,48,0.048,0,0.0,48,1000,0.048,132,0.132,0,0.0,132,1000,0.132
S875,60,50,NS,1000,100,724,0.724,0,29,d3be09d13acd3be5036d229329333c4eb65e008fa446aca1a3c12fa4ac6238c6,07af0bc0a4a3c7865797c03ac1d3087b9be8bb8e1808f35ded7c2c58fc0c41f8,47,0.047,1,0.01,87,1040,0.08365384615384615,116,0.116,0,0.0,126,1010,0.12475247524752475
S875,60,51,NS,1000,100,709,0.709,0,33,a75f459260d92004515cf2573e74e6852bb290b05ea8fd488ae685c0a086cc96,56a387c34511f47244e52e6a3e5a172b0456c58e4f4b00ab2d18c948970196ac,48,0.048,0,0.0,58,1010,0.05742574257425743,103,0.103,0,0.0,133,1030,0.129126213592233
S875,60,52,NS,1000,100,718,0.718,0,25,88ba3c689f3d6a35ab80cc7b9300205f6a6d1206dd54418e5ec38a0336879278,97d7489c8f063ce61d3bc64c8b43d8691cca18193802007ed486d3028bedd214,38,0.038,0,0.0,58,1020,0.056862745098039215,141,0.141,0,0.0,161,1020,0.15784313725490196
S875,60,53,NS,1000,100,685,0.685,0,27,446c7e39555f018d2da9397935e3c5b66c799af6006d56a66d76733a1136b493,92b1dcbd206efbf3e43bfe6c8e6cf36bd7cb92837ea6973d00b9cfd1b83c16ff,56,0.056,0,0.0,76,1020,0.07450980392156863,93,0.093,0,0.0,93,1000,0.093
S875,60,54,NS,1000,100,722,0.722,0,28,04f0fc6cc56c4906f43c0907eb00c1ee21d7fec182833d05ca03557c7a373e11,5e192f3574c895048cad5c4d6df28a6bf4e38ce2981fbdf0614fbe42f4b3f577,57,0.057,0,0.0,67,1010,0.06633663366336634,95,0.095,0,0.0,105,1010,0.10396039603960396
S875,60,55,NS,1000,100,758,0.758,0,28,e43c12463676a0d861f7236688276f03651f8453e917aad17e8af4c022aa6571,5cf11eefd2b52a05a443896e787298ead4b32f5ac620114cd0db87d7e35dc6bd,22,0.022,0,0.0,32,1010,0.031683168316831684,121,0.121,0,0.0,121,1000,0.121
S875,60,56,NS,1000,100,687,0.687,0,26,00389932588b925828f401d92373e87f3da998ab87ac9d2ce7cbf8239815a29c,609f19bca5f2fb5d9954d87943432d82cec1a5bc2368797d88af717471a93038,44,0.044,0,0.0,94,1050,0.08952380952380952,94,0.094,0,0.0,134,1040,0.12884615384615383
S875,60,57,NS,1000,100,731,0.731,0,34,1de380b85496b24dd4bafdbe1c7117315b8fdd6afb86dc65f018dd7b5e696b1f,7d64181f688b0a1bf8f1b563316a870ed5164f8283de8f8ff50c6981eb1c92dd,33,0.033,0,0.0,33,1000,0.033,89,0.089,0,0.0,99,1010,0.09801980198019802
S875,60,58,NS,1000,100,702,0.702,0,23,c461f5f9f480254be5eb7d9f79c927f78bbf47b9cbf5018a3b226446f5a94b7d,e588d69549d440d176ac0be670ab7288322b9e9e70fac5d8978b99401660e793,41,0.041,0,0.0,51,1010,0.0504950495049505,127,0.127,0,0.0,167,1040,0.1605769230769231
S875,60,59,NS,1000,100,682,0.682,0,24,e4d7f8c0a3016c7c148fd8cda3db2f5330ae9787480f0af8783da1cf893a64c5,f7b7a6d18787b247794b68145a5de2624e5dcf770a676493d4a3b78c3d204a01,54,0.054,0,0.0,84,1030,0.08155339805825243,115,0.115,0,0.0,123,1010,0.12178217821782178
S875,60,60,NS,1000,100,740,0.74,0,28,2fa78466e1ecb466a066aec3ad38039f88bc7e09c80b645e29c6c8b8dfd6de99,4c0278eb6d73b787c4e1440cbd6ca1d4c6570c31b5fe4af80a937ada27379433,51,0.051,0,0.0,51,1000,0.051,115,0.115,0,0.0,121,1010,0.1198019801980198
S75,60,1,RS,100,100,100,1.0,0,100,1b09f1693ec1a62f1ee681ae23edf7f64ee5daf48555a1416fdabe1535bbf0a6,ac1b75944dab1213572ba331061bc11b08605b20faae4a01701fc8ec25189cca,94,0.94,94,0.94,95,101,0.9405940594059405,0,0.0,0,0.0,3,103,0.02912621359223301
S75,60,2,RS,100,100,99,0.99,0,99,e4a91f0eecba21ae1cef0717698b61202b597ac08d9d95bec36b3869e18264f8,6b96ddb4fd496689eb72bd99bcb8a412a1f91b5d8f3fba2e2dcb0d89a47b5189,95,0.95,95,0.95,97,102,0.9509803921568627,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,3,RS,100,100,100,1.0,0,100,959c298ff32c3bf9b93f1e43f59c0a69ec2493ee0a7f1a9a44b2fe8850b9cbe9,5463b40e81fd0165da3b031aab324c40618128d6f3e38d7eaa309d6f06f6760e,97,0.97,97,0.97,99,102,0.9705882352941176,0,0.0,0,0.0,2,103,0.019417475728155338
S75,60,4,RS,100,100,99,0.99,0,99,b28d90fc2fad7a64815d66147b27471accf9e44aece82c37d3cc5ff50151165b,5fbf5bfb819089d0ce4e93223defd1c485c0ac0af0309222bfa49c88b98a820f,97,0.97,97,0.97,98,101,0.9702970297029703,0,0.0,0,0.0,0,100,0.0
S75,60,5,RS,100,100,100,1.0,0,100,669d12eb725fb47786de1ee5721a7092bc6a6f452e8315b1ec580edb316fc945,0c797f18afa11c683352e7c003a064e780c17f5dfd00b423d49dfb7f2b68f061,95,0.95,95,0.95,96,101,0.9504950495049505,0,0.0,0,0.0,0,100,0.0
S75,60,6,RS,100,100,100,1.0,0,100,c3e60ab8d668e676c54d21d38c0657d8cdb7ae318325937fd8845a24b5e63521,47e51fb21573129682ac3465fd9c921ddf3ba57365d7fade993424380af66f81,98,0.98,98,0.98,102,104,0.9807692307692307,0,0.0,0,0.0,2,102,0.0196078431372549
S75,60,7,RS,100,100,100,1.0,0,100,5c99102bfdd97033413c2bea0664741e5288a79b46b17bc782e704a0c791428a,229af45b592d9496c372dd0be5dc4fb56eb9abb1fdd2218b3c833a6fff53ba01,96,0.96,96,0.96,97,101,0.9603960396039604,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,8,RS,100,100,99,0.99,0,99,3577071bd848314c46c4a79401bdece76780375695f8bda04e5fb833d62ddcab,6f1837bb05ace5ebb5e52cd91c21a28925d5d22473edf577f66f8e9e0bdcd5d1,97,0.97,97,0.97,99,102,0.9705882352941176,0,0.0,0,0.0,0,100,0.0
S75,60,9,RS,100,100,98,0.98,0,98,7d33df99495caeeac767c543fb1d2ce151bf6d6601f242143f427ec7af26a579,59a7285c28a88ad47240c37cfcced3151121fdcc6ae9adbd16991e4f148415b3,95,0.95,95,0.95,95,100,0.95,1,0.01,1,0.01,2,101,0.019801980198019802
S75,60,10,RS,100,100,99,0.99,0,99,ab6015e086fcee892f60e7818d00eada7383dfa7f28265461ee108edb45c2494,943ca809165299d8bbffc85e8aa6df4ee4e2e5a12b0d3fd2f77fabb81695ebbc,97,0.97,97,0.97,98,101,0.9702970297029703,1,0.01,1,0.01,1,100,0.01
S75,60,11,RS,100,100,100,1.0,0,100,39c53a98a81b53822dae693b468be640cef274896df3a157a8258fb815290eaa,2e88949a3e4a0be44facf2f8c4579877a00b47f37b7328ab72586e4f046c0b63,95,0.95,95,0.95,96,101,0.9504950495049505,0,0.0,0,0.0,3,103,0.02912621359223301
S75,60,12,RS,100,100,99,0.99,0,99,8e52ddd556c832888a0c2e69b33e43c5aae7aaa253198921fc30462985fa7988,df23bb8356713f44d13a0c48c23caed7cf8e67b347368e1f280980c2792e76df,96,0.96,96,0.96,100,104,0.9615384615384616,0,0.0,0,0.0,4,104,0.038461538461538464
S75,60,13,RS,100,100,100,1.0,0,100,6bfbd4e7aced1ad6dff4c02b91dd1df31ad6b929bf789a849e6b0ad98896cbb4,c2bad89f7f8c2df9a805e3ec1832a3aa7f429c72dab386e1adb9c6ddae11d67c,98,0.98,98,0.98,98,100,0.98,0,0.0,0,0.0,3,103,0.02912621359223301
S75,60,14,RS,100,100,99,0.99,0,99,2bd1a531aa64f28394effef8b32f253d08964eba577d8986a64500c3386888a5,fb5bb2d8846724e85544bc607f47fda6226c8bfb01451e0c8a7fc9864b74aba6,96,0.96,96,0.96,96,100,0.96,1,0.01,1,0.01,2,101,0.019801980198019802
S75,60,15,RS,100,100,100,1.0,0,100,42027f52e27540e74f5fc0131983a9930682545daf2b7d1141eb4af68940108e,cf5ff24764661849d4411fdcba5a152092dbf1bfbef7477c3ccaaba54c73ef80,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,16,RS,100,100,100,1.0,0,100,df936bb1555a9f9421d23352f8900f922a06626832514bb8c3d2a6289af0440f,c42f547dd9402c445bb47574d0ebe4a8436f23f3396c3c9ce8a1af32d25a651e,96,0.96,96,0.96,96,100,0.96,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,17,RS,100,100,99,0.99,0,99,b8a4929ee5e62bbaff1ba246ee257f8987782beda007c921d42ffff2ebf29b71,f41211e4c7832fcb4d3b54a02cb107dfdd006f5cf33b8c203d5647850fb069ff,98,0.98,98,0.98,100,102,0.9803921568627451,0,0.0,0,0.0,0,100,0.0
S75,60,18,RS,100,100,100,1.0,0,100,8c4e8298e3162cad9f9ec555f44ec1b34caeaaa314635ba0b11aef5156f0ba20,e93dc1b0d366169354432b9c93356a19486c2a721c8fe4572a74633b9a95abb7,96,0.96,96,0.96,96,100,0.96,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,19,RS,100,100,100,1.0,0,100,c09f89b3677a0e4507b956338463a44c7469d6e37e7e4ef78febbbb5ac568cf7,96e659bd00a54f13072e2593850ebec4098ca5caa482fa6efb30ae12a4c65d16,98,0.98,98,0.98,98,100,0.98,0,0.0,0,0.0,0,100,0.0
S75,60,20,RS,100,100,100,1.0,0,100,e8bdf3b0e6189eea3df7e815e09a5c8e4347a0a90b1e8d562ebf6aab12f9e5c3,90fdfee03bcded07d8959a314838a998f3348fc1076a0d55831f2fcc239a9ebd,98,0.98,98,0.98,98,100,0.98,0,0.0,0,0.0,2,102,0.0196078431372549
S75,60,21,RS,100,100,100,1.0,0,100,494c5c00bcc78ff59ebc2ac15abd1629b5e5fa6029980aa78696a312b6602714,b22a6ea18e05dffbf7fc9164216e9ed153785e5044e8cf27227a540adf4c4aad,95,0.95,95,0.95,97,102,0.9509803921568627,0,0.0,0,0.0,2,102,0.0196078431372549
S75,60,22,RS,100,100,100,1.0,0,100,340c41ff3e654e63a642aed125f032cd2f0456fd1e1f334530cd824e8315f471,ae7cddb692b17888dac71156c1ebb6454a48b865089c90a83e92b28132127cc6,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,23,RS,100,100,100,1.0,0,100,5e632dd58c2c76900b8ba605ad9a2d775d0cf9b72e7b72c68c1bf7e12cf71045,93d05e6ddea7334ddc4a0c6700373f7c349355bbcea828cddf087764041d178a,100,1.0,100,1.0,100,100,1.0,0,0.0,0,0.0,0,101,0.0
S75,60,24,RS,100,100,100,1.0,0,100,0941c595e98b3779fdeab6642f34844cff5913b0d1de65aac1e57ec18e637522,563fee8f8e531f815eb205a6e0b85abe4e57b8495a42e8867ed75adf65c1fd83,97,0.97,97,0.97,100,103,0.970873786407767,0,0.0,0,0.0,2,102,0.0196078431372549
S75,60,25,RS,100,100,99,0.99,0,99,8a3bb3c9cf71912cc33d90e55c7967f35b51d80e54c598e632c95dcdf97fbaeb,8e9606e90ed64b71bb438648f0e44bab6b16fe08accfcf8ebbecd5a982cd1f21,98,0.98,98,0.98,99,101,0.9801980198019802,0,0.0,0,0.0,1,102,0.00980392156862745
S75,60,26,RS,100,100,100,1.0,0,100,45bb94f4169d41280601e3cc571dd371405371ababc827c6ca0b9b6905235556,b66bd9b79f1c96f5e6c9c7c0b71d9279d02e60a3ab614bcc261db0d66bcfea0b,98,0.98,98,0.98,101,103,0.9805825242718447,0,0.0,0,0.0,0,100,0.0
S75,60,27,RS,100,100,100,1.0,0,100,63d9f75eb9934394cb52c13f7578b0d4ef25daadb27a0e593772d212ed21ec45,2dea14dcecae19b8c3a71c57c262c43f8997772dd06737540a5bea4c29c0892f,97,0.97,97,0.97,98,101,0.9702970297029703,0,0.0,0,0.0,0,100,0.0
S75,60,28,RS,100,100,99,0.99,0,99,20dc56ae4fe5a942ff87629cdca03f81a19cd6d5e74cc6d3179df1a93a900d37,8ee57c77507033cd2a74d8f6b5d32f37736e6972d1bb16ab38a398fa29f97b16,96,0.96,96,0.96,99,103,0.9611650485436893,1,0.01,1,0.01,1,100,0.01
S75,60,29,RS,100,100,100,1.0,0,100,badb224e335199d88149376ad1b9b7898b5603478de6fc29027a2f26effed903,3f488cfa4785197fd1c4e07b9fec103ccae2aad2e375412ed8f35d35a110f7fb,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,1,102,0.00980392156862745
S75,60,30,RS,100,100,100,1.0,0,100,5b744814c7896ce978118ff29f4bb0814ba449a73ca594b6e93daf72233579f0,313395eb627c563fe9d5ae4ed65e2dffbb74954b095bb8552cd9523c0d7e1412,98,0.98,98,0.98,99,101,0.9801980198019802,0,0.0,0,0.0,1,102,0.00980392156862745
S75,60,31,RS,100,100,100,1.0,0,100,d358fd52414ae5e6d68e1f71e701f14df2e557a5e321397e76df77eca4fb0c4b,5dbf44bb286e3e98e24d01cb44fe25f1776fa6c5726120c541b5f913b9b63139,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,0,100,0.0
S75,60,32,RS,100,100,100,1.0,0,100,2a7668bfb9196317c5f445b4453aa01394736fa19dff5003e2a6685b97d4153c,c4d865bc62d406a4c3a63e0d31d0a7bd6f098c5576146c4142d4580e80279ad0,96,0.96,96,0.96,97,101,0.9603960396039604,0,0.0,0,0.0,0,100,0.0
S75,60,33,RS,100,100,100,1.0,0,100,6422013d8a87a1fb57006adfd32e4e97c940bef322533c1ae00f698b0a7a4f17,2737d2fa54197ad8c5ab33e4e2dd871ec2908ff88a0d88c88ee5761e50d65130,96,0.96,96,0.96,98,102,0.9607843137254902,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,34,RS,100,100,100,1.0,0,100,6ff2acb20aa40203d23e754c61018effc0207d987bd6c795ba24cebbec84c75e,905ac763f5557b621cb9bc8c9f3aa87bb675e79681e13c87ccf13c0c629616c4,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,35,RS,100,100,100,1.0,0,100,350184c9708394b62ef66698e4625034af71453186e24f3420de56e65a15ddea,51be4fef533ae41f0f9d4fdb900e20776b6daef0ca0a45d2b1846ee756f37fd4,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,36,RS,100,100,100,1.0,0,100,4e7d474b37801b2178d69c91654a5eea960841eb66f93a98f997f3fcde31196f,44d1626d4bda2ad38e8bff3a0e50ec827197f5c1dd5e5af9dc25e28b2bc04ebe,98,0.98,98,0.98,100,102,0.9803921568627451,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,37,RS,100,100,100,1.0,0,100,6796bc98e363932dbc4b4e1aee7d98263f6e7d9b217dfa54d611fbae8ae8cba6,fdce2b4030e6f9f0bddb003e3c45907a3ff13e428519d4c31616941053a020bf,98,0.98,98,0.98,100,102,0.9803921568627451,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,38,RS,100,100,100,1.0,0,100,16110a7152577615a9936c5d65bef1bb4496a9aea54c34f0913766384ffcb257,bae16045214b18b4d8007dc8ed93143737e41c5be47936747b65e921835d60e6,97,0.97,97,0.97,97,100,0.97,0,0.0,0,0.0,0,100,0.0
S75,60,39,RS,100,100,100,1.0,0,100,014ad9cf8c752efd04aea63f0841f54ad18f5ecdf47dee5bd303c7a53c82175c,fa09696dce711a699e92c4ca6e33cb2dba727aa8c922bc24f428fd471326ea8f,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,2,102,0.0196078431372549
S75,60,40,RS,100,100,100,1.0,0,100,2af823d3006a1ac25c7aa12f15f8ef89ab8bf30ab846afa0dd1b56531a881b03,02b3a81241d5192c2935b8186effdfa478179dabd4a6be879f87534cb890ddf6,99,0.99,99,0.99,99,100,0.99,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,41,RS,100,100,100,1.0,0,100,17341689c0ba44c9b00d6a90fcc4d315801e1ff8f651a7dd009ba0657e2fc7fc,c92d46dfcaa98b4c44f35e77947a917f0e1c38c064c4ed3d74f541bb03eee7f1,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,0,100,0.0
S75,60,42,RS,100,100,100,1.0,0,100,c9e61b635dcff282615070574200bda36369805ea38dae9845c6df33fae969da,13a4e473e280a5f54ae4a2e0060156e087905249309acb0f601e0310557ee4bf,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,0,101,0.0
S75,60,43,RS,100,100,100,1.0,0,100,d24c9a9ca685cb548692089416e924973b8af1f709b5ac5e16b32035b13cc188,4ce01a253dcb753421f2f64e2b228cb30fb085f46f19050d765958752b3d2276,98,0.98,98,0.98,100,102,0.9803921568627451,0,0.0,0,0.0,0,100,0.0
S75,60,44,RS,100,100,100,1.0,0,100,4067b02c199c5f95498f7a72fbc24e2e21d68e95934a47ca8fee4d61f0844ce3,4b5d19e51f0f3e78b2745d8bebced80f650b4274c4fab4bdc7eeffb02c86d35c,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,2,102,0.0196078431372549
S75,60,45,RS,100,100,99,0.99,0,99,6b9c83d0c14f7812ae666a85890f4ca8fe8034fc948802faa24cd9b6ab669877,1b73f06a4142dff1ba865ca7821c33e27639af9dcd0653990e88fa14e817842b,98,0.98,98,0.98,99,101,0.9801980198019802,1,0.01,1,0.01,2,101,0.019801980198019802
S75,60,46,RS,100,100,100,1.0,0,100,c606fc8424910c45be689d831d63b9ed6048c4d8bc3399cc4c13727c50ed00e4,8aae5f4043ed6fbf67d0c274b3326db6d473bf0302ba4b5d559aaae63c2a5261,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,47,RS,100,100,100,1.0,0,100,f3552da44cf0c128b67169525209768424e3eadf6b6e99b7f9639990ba7cfd77,9373647d3e8c362c1afd7b374f268451a841d3d8665f5962f8ff2d6adac4f05a,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,2,102,0.0196078431372549
S75,60,48,RS,100,100,100,1.0,0,100,39377d8b0561b346a1fee90dc09b13eacb8fe7fb04b37f69fcef14fdc4a81e7c,ea3da4a83c6c327ac2cfabe046a8435698ba8ff80ddf8a2b4cf262535475398b,99,0.99,99,0.99,101,102,0.9901960784313726,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,49,RS,100,100,100,1.0,0,100,2b4b71d32a887a5b5a5f3030dec19fb45379bc01d3a0ca6a2f0789c2176f16a4,90a3cceeb8cb2346578d681e45e9bd0e4a665072c80363ca60e9daa4dfad5286,100,1.0,100,1.0,100,100,1.0,0,0.0,0,0.0,0,100,0.0
S75,60,50,RS,100,100,100,1.0,0,100,f26a356538e40c53990b280351ca4d2fd8312ebf4970e81ad401bc206bab89ab,a804ee10389958b2ae4fd425afdbaf7f0a66cda092b2878197f2ea1e29283f1a,100,1.0,100,1.0,104,104,1.0,0,0.0,0,0.0,1,101,0.009900990099009901
S75,60,51,RS,100,100,100,1.0,0,100,037ac4c321813f6b1a964a42b9567a98c85645bd6a744769d43309f24dcc173a,f25c4b7fc99e44cae74e94023459c9d894a593121838ee26bb6afc7677bded7a,97,0.97,97,0.97,98,101,0.9702970297029703,0,0.0,0,0.0,3,103,0.02912621359223301
